step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:,sim_throttle:
1,0.5776,0.76,-11.4456,0,0.5,0
2,1.1552,0.76,-0.0456912,0,0.5,0
3,1.7325,0.7598,-0.0427248,0.0655,0.5,0.5
4,2.30964,0.7597,-0.0442644,0.2185,0.5,0.5
5,2.88678,0.7597,-0.04581,0.3303,0.5,0.5
6,3.46378,0.7596,-0.0443495,0.4548,0.5,0.5
7,4.04016,0.7592,-0.0398711,0.7872,0.5,0.5
8,4.61579,0.7587,-0.0383866,1.1458,0.5,0.5
9,5.19111,0.7585,-0.0429201,1.2508,0.5,0.5
10,5.76537,0.7578,-0.0354236,1.6051,0.5,0.5
11,6.33827,0.7569,-0.032415,1.9144,0.5,0.5
12,6.90965,0.7559,-0.0309003,2.2815,0.5,0.5
13,7.47922,0.7547,-0.0278736,2.6087,0.5,0.5
14,8.04684,0.7534,-0.0263408,2.9639,0.5,0.5
15,8.61234,0.752,-0.024802,3.3356,0.5,0.5
16,9.17559,0.7505,-0.023257,3.6689,0.5,0.5
17,9.73629,0.7488,-0.0201999,4.0141,0.5,0.5
18,10.2961,0.7482,-0.0367088,4.125,0.5,0.5
19,10.8534,0.7465,-0.0201516,4.4633,0.5,0.5
20,11.4061,0.7435,-0.000516204,4.9106,0.5,0.5
21,11.9555,0.7412,-0.0109227,5.244,0.5,0.5
22,12.503,0.7399,-0.0258891,5.465,0.5,0.5
23,13.0475,0.7379,-0.0153133,5.7952,0.5,0.5
24,13.5886,0.7356,-0.0107195,6.1233,0.5,0.5
25,14.126,0.7331,-0.00761347,6.4494,0.5,0.5
26,14.6598,0.7306,-0.0075073,6.7735,0.5,0.5
27,15.1902,0.7283,-0.010413,7.0956,0.5,0.5
28,15.7173,0.726,-0.0103186,7.4158,0.5,0.5
29,16.2407,0.7235,-0.00721197,7.7339,0.5,0.5
30,16.7606,0.721,-0.00710523,8.0501,0.5,0.5
31,17.2757,0.7177,0.00504971,8.4687,0.5,0.5
32,17.7873,0.7153,-0.00834921,8.7804,0.5,0.5
33,18.2974,0.7142,-0.0278261,8.987,0.5,0.5
34,18.8138,0.7186,-0.110633,9.3979,0.5,0.5
35,19.3415,0.7264,-0.162145,9.6019,0.5,0.5
36,19.8671,0.725,-0.0241043,9.9024,0.5,0.5
37,20.3918,0.7244,-0.0361117,10.1998,0.5,0.5
38,20.9175,0.725,-0.0541912,10.2994,0.5,0.5
39,21.4501,0.7298,-0.117523,10.5993,0.5,0.5
40,21.9931,0.7369,-0.152493,10.8978,0.5,0.5
41,22.5471,0.7443,-0.157482,11.3335,0.5,0.5
42,23.1037,0.7461,-0.0736347,11.656,0.5,0.5
43,23.6603,0.746,-0.0451734,11.79,0.5,0.5
44,24.2165,0.7458,-0.0437062,11.8308,0.5,0.5
