step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:,sim_throttle:
1,0.577296,0.7598,-0.07598,4.38,0.5,0
2,1.15459,0.7598,-0.07598,6.132,0.5,0
3,1.73189,0.7598,-0.07598,4.8672,0.5,0.5
4,2.30918,0.7598,-0.07598,3.1885,0.5,0.5
5,2.88618,0.7596,-0.07596,1.2369,0.5,0.5
6,3.46302,0.7595,-0.07595,1.6213,0.5,0.5
7,4.03986,0.7595,-0.07595,1.76,0.5,0.5
8,4.61639,0.7593,-0.07593,1.568,0.5,0.5
9,5.19263,0.7591,-0.07591,1.3391,0.5,0.5
10,5.7681,0.7586,-0.07586,0.5866,0.5,0.5
11,6.34342,0.7585,-0.07585,0.6065,0.5,0.5
12,6.91768,0.7578,-0.07578,0.8642,0.5,0.5
13,7.49164,0.7576,-0.07576,0.8741,0.5,0.5
14,8.0653,0.7574,-0.07574,0.8956,0.5,0.5
15,8.63819,0.7569,-0.07569,0.9738,0.5,0.5
16,9.21003,0.7562,-0.07562,1.0945,0.5,0.5
17,9.78096,0.7556,-0.07556,1.1503,0.5,0.5
18,10.3514,0.7553,-0.07553,1.2238,0.5,0.5
19,10.921,0.7547,-0.07547,1.2806,0.5,0.5
20,11.4901,0.7544,-0.07544,1.3442,0.5,0.5
21,12.0582,0.7537,-0.07537,1.4499,0.5,0.5
22,12.6257,0.7533,-0.07533,1.526,0.5,0.5
23,13.1925,0.7529,-0.07529,1.5741,0.5,0.5
24,13.7568,0.7512,-0.07512,1.8025,0.5,0.5
25,14.3205,0.7508,-0.07508,1.8561,0.5,0.5
26,14.8809,0.7486,-0.07486,2.1675,0.5,0.5
27,15.4404,0.748,-0.0748,2.2202,0.5,0.5
28,15.9981,0.7468,-0.07468,2.3377,0.5,0.5
29,16.5548,0.7461,-0.07461,2.4321,0.5,0.5
30,17.1073,0.7433,-0.07433,2.7364,0.5,0.5
31,17.6574,0.7417,-0.07417,2.9203,0.5,0.5
32,18.2062,0.7408,-0.07408,3.0342,0.5,0.5
33,18.7523,0.739,-0.0739,3.2231,0.5,0.5
34,19.297,0.738,-0.0738,3.2906,0.5,0.5
35,19.8401,0.737,-0.0737,3.4143,0.5,0.5
36,20.3802,0.7349,-0.07349,3.6141,0.5,0.5
37,20.9153,0.7315,-0.07315,3.9293,0.5,0.5
38,21.4447,0.7276,-0.07276,4.2699,0.5,0.5
39,21.9721,0.7262,-0.07262,4.3821,0.5,0.5
40,22.4908,0.7202,-0.07202,4.8301,0.5,0.5
41,23.0071,0.7186,-0.07186,4.9416,0.5,0.5
42,23.5161,0.7134,-0.07134,5.2748,0.5,0.5
43,24.0171,0.7078,-0.07078,5.606,0.5,0.5
44,24.5062,0.6994,-0.06994,6.0446,0.5,0.5
45,24.9858,0.6925,-0.06925,6.3712,0.5,0.5
46,25.4619,0.69,-0.069,6.4796,0.5,0.5
47,25.9239,0.6797,-0.06797,6.9111,0.5,0.5
48,26.3742,0.6711,-0.06711,7.2324,0.5,0.5
49,26.8083,0.6588,-0.06588,7.6576,0.5,0.5
50,27.2379,0.6555,-0.06555,7.7634,0.5,0.5
51,27.6542,0.6452,-0.06452,8.0794,0.5,0.5
52,28.0659,0.6416,-0.06416,8.1843,0.5,0.5
53,28.4681,0.6342,-0.06342,8.3935,0.5,0.5
