step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:,sim_throttle:
1,0.577296,0.7598,-5.74418,0,0.5,0
2,1.15459,0.7598,-0.0457704,1.314,0.5,0
3,1.73189,0.7598,-0.0458615,2.628,0.5,0.5
4,2.30918,0.7598,-0.0459527,3.066,0.5,0.5
5,2.88648,0.7598,-0.0460439,3.504,0.5,0.5
6,3.46378,0.7598,-0.0461351,3.942,0.5,0.5
7,4.04107,0.7598,-0.0462262,4.38,0.5,0.5
8,4.61837,0.7598,-0.0463174,4.818,0.5,0.5
9,5.19566,0.7598,-0.0464086,6.132,0.5,0.5
10,5.77311,0.7599,-0.0472558,6.57,0.5,0.5
11,6.35041,0.7598,-0.0458409,3.2022,0.5,0.5
12,6.9274,0.7596,-0.0451701,0.6823,0.5,0.5
13,7.50409,0.7594,-0.0452492,1.6458,0.5,0.5
14,8.08032,0.7591,-0.0445723,1.6345,0.5,0.5
15,8.65625,0.7589,-0.0454014,1.4291,0.5,0.5
16,9.23172,0.7586,-0.0447244,0.882,0.5,0.5
17,9.8069,0.7584,-0.0455534,0.8238,0.5,0.5
18,10.3815,0.758,-0.0441204,1.0114,0.5,0.5
19,10.9551,0.7574,-0.0426753,1.1343,0.5,0.5
20,11.5279,0.7568,-0.0427301,1.2785,0.5,0.5
21,12.0994,0.756,-0.0412728,1.445,0.5,0.5
22,12.6697,0.7552,-0.0413154,1.658,0.5,0.5
23,13.2385,0.7542,-0.0398459,1.9018,0.5,0.5
24,13.8057,0.7531,-0.0391203,2.0888,0.5,0.5
25,14.3724,0.7528,-0.0451926,2.1357,0.5,0.5
26,14.9372,0.7515,-0.0377048,2.3995,0.5,0.5
27,15.4998,0.7501,-0.0369608,2.6735,0.5,0.5
28,16.0601,0.7485,-0.0354547,3.002,0.5,0.5
29,16.6178,0.7468,-0.0346923,3.2812,0.5,0.5
30,17.1746,0.7462,-0.0429958,3.412,0.5,0.5
31,17.7284,0.7442,-0.0324651,3.7355,0.5,0.5
32,18.2788,0.7419,-0.0301662,4.0811,0.5,0.5
33,18.8281,0.7411,-0.0414571,4.1924,0.5,0.5
34,19.3739,0.7388,-0.0301577,4.5301,0.5,0.5
35,19.9156,0.736,-0.0263281,4.8656,0.5,0.5
36,20.453,0.7331,-0.025492,5.1992,0.5,0.5
37,20.9862,0.7302,-0.0254057,5.5309,0.5,0.5
38,21.5149,0.7271,-0.0238069,5.8607,0.5,0.5
39,22.0389,0.7239,-0.0229518,6.1884,0.5,0.5
40,22.558,0.7205,-0.0213342,6.5142,0.5,0.5
41,23.072,0.7169,-0.0197043,6.8379,0.5,0.5
42,23.5806,0.7132,-0.0188178,7.1596,0.5,0.5
43,24.0874,0.7119,-0.0368253,7.2664,0.5,0.5
44,24.5907,0.7094,-0.0277604,7.4794,0.5,0.5
45,25.0877,0.705,-0.013331,7.797,0.5,0.5
46,25.5781,0.7003,-0.010883,8.1129,0.5,0.5
47,26.0623,0.6958,-0.0121965,8.4267,0.5,0.5
48,26.5411,0.692,-0.0173016,8.7386,0.5,0.5
49,27.0207,0.6925,-0.0496647,9.0485,0.5,0.5
50,27.5127,0.7014,-0.113283,9.3566,0.5,0.5
51,28.0007,0.6986,-0.0254487,9.6623,0.5,0.5
52,28.4893,0.699,-0.0495566,9.9634,0.5,0.5
53,28.9834,0.7029,-0.0761249,10.2653,0.5,0.5
54,29.4897,0.7116,-0.112732,10.6656,0.5,0.5
55,29.9994,0.7139,-0.064956,10.765,0.5,0.5
56,30.5121,0.716,-0.0636679,10.8633,0.5,0.5
57,31.0329,0.7217,-0.0910965,11.1602,0.5,0.5
58,31.5642,0.7289,-0.102866,11.7232,0.5,0.5
59,32.1012,0.7328,-0.0784379,11.8492,0.5,0.5
60,32.6414,0.735,-0.0659081,12.2925,0.5,0.5
61,33.1834,0.7362,-0.0585684,12.3878,0.5,0.5
62,33.7266,0.737,-0.0557049,12.6575,0.5,0.5
63,34.2705,0.7375,-0.0535734,12.7572,0.5,0.5
64,34.8147,0.7377,-0.0514239,13.256,0.5,0.5
65,35.3584,0.7374,-0.0477444,13.4735,0.5,0.5
66,35.9009,0.7365,-0.0432788,13.8612,0.5,0.5
67,36.4411,0.735,-0.038777,14.07,0.5,0.5
68,36.9785,0.7331,-0.0357509,14.4072,0.5,0.5
69,37.5128,0.7309,-0.0334566,14.4632,0.5,0.5
70,38.0432,0.7283,-0.030388,14.9171,0.5,0.5
71,38.5695,0.7255,-0.0288071,15.1628,0.5,0.5
72,39.0914,0.7224,-0.0264578,15.564,0.5,0.5
73,39.6085,0.7191,-0.0248461,15.656,0.5,0.5
74,40.1204,0.7155,-0.0224659,15.9989,0.5,0.5
75,40.6271,0.7118,-0.0215794,16.1681,0.5,0.5
76,41.1281,0.7078,-0.0191743,16.592,0.5,0.5
77,41.6272,0.7065,-0.0394311,16.5232,0.5,0.5
78,42.1206,0.7024,-0.0182694,16.9402,0.5,0.5
79,42.6072,0.6976,-0.0128151,17.0905,0.5,0.5
80,43.0868,0.6925,-0.0103422,17.397,0.5,0.5
81,43.5641,0.6909,-0.0365791,17.4402,0.5,0.5
82,44.0393,0.6893,-0.0365658,17.5974,0.5,0.5
83,44.5121,0.6876,-0.0357963,17.5956,0.5,0.5
84,44.9822,0.6857,-0.0342646,17.7358,0.5,0.5
85,45.4442,0.6797,-0.00323616,17.9482,0.5,0.5
86,45.8969,0.6728,0.0038471,18.2489,0.5,0.5
87,46.341,0.6664,0.000401136,18.4751,0.5,0.5
88,46.7824,0.6644,-0.0325586,18.5743,0.5,0.5
89,47.2168,0.6591,-0.00756968,18.8122,0.5,0.5
90,47.6436,0.6533,-0.00355008,19.0665,0.5,0.5
91,48.063,0.6476,-0.00403579,19.3096,0.5,0.5
92,48.4757,0.6424,-0.00755088,19.5579,0.5,0.5
93,48.8825,0.6378,-0.0118514,19.8022,0.5,0.5
94,49.2839,0.6336,-0.0146754,20.0436,0.5,0.5
95,49.6803,0.6296,-0.016011,20.2868,0.5,0.5
96,50.0718,0.6257,-0.0166021,20.5246,0.5,0.5
97,50.4585,0.6218,-0.0164427,20.7661,0.5,0.5
98,50.8401,0.6178,-0.0155268,20.999,0.5,0.5
99,51.217,0.6139,-0.0161165,21.2399,0.5,0.5
100,51.5892,0.6101,-0.0167117,21.4684,0.5,0.5
101,51.9568,0.6063,-0.0165565,21.7072,0.5,0.5
102,52.3198,0.6025,-0.0164008,21.9316,0.5,0.5
103,52.6783,0.5987,-0.0162446,22.1684,0.5,0.5
104,53.0364,0.5984,-0.0425484,22.3883,0.5,0.5
105,53.4041,0.6064,-0.105351,22.621,0.5,0.5
106,53.7907,0.6218,-0.16185,22.8388,0.5,0.5
107,54.2106,0.648,-0.2445,23.1304,0.5,0.5
108,54.6377,0.6535,-0.089658,23.2028,0.5,0.5
109,55.0697,0.6573,-0.0772149,23.2649,0.5,0.5
110,55.5141,0.6666,-0.119103,23.4818,0.5,0.5
111,55.9661,0.6723,-0.0925255,23.7051,0.5,0.5
112,56.419,0.673,-0.0551483,23.9163,0.5,0.5
113,56.866,0.6686,-0.0167145,24.136,0.5,0.5
114,57.3029,0.661,0.00766216,24.3478,0.5,0.5
115,57.7282,0.6521,0.0178679,24.5626,0.5,0.5
116,58.1424,0.6436,0.0153007,24.7713,0.5,0.5
117,58.5502,0.6386,-0.010726,24.9109,0.5,0.5
118,58.9552,0.6364,-0.0316703,24.9814,0.5,0.5
119,59.3544,0.6318,-0.0134701,25.121,0.5,0.5
120,59.7504,0.6293,-0.0291457,25.19,0.5,0.5
121,60.1341,0.6194,0.026874,25.4671,0.5,0.5
122,60.5077,0.6113,0.0137867,25.6734,0.5,0.5
123,60.8784,0.6088,-0.0281364,25.7413,0.5,0.5
124,61.241,0.6022,0.00293734,25.9451,0.5,0.5
125,61.596,0.5958,0.00174984,26.1482,0.5,0.5
126,61.944,0.5899,-0.00171695,26.35,0.5,0.5
127,62.2863,0.5851,-0.00974916,26.5507,0.5,0.5
128,62.6242,0.5813,-0.0170909,26.7501,0.5,0.5
129,62.9588,0.5784,-0.0237363,26.9485,0.5,0.5
130,63.2902,0.5757,-0.0251434,27.1455,0.5,0.5
131,63.6185,0.573,-0.0250502,27.3413,0.5,0.5
132,63.9436,0.5701,-0.0234446,27.5358,0.5,0.5
133,64.2648,0.5668,-0.0203146,27.7292,0.5,0.5
134,64.5819,0.5631,-0.0171602,27.9214,0.5,0.5
135,64.8946,0.5592,-0.0154933,28.1124,0.5,0.5
136,65.203,0.5553,-0.0153259,28.3022,0.5,0.5
137,65.5055,0.55,-0.00457391,28.5535,0.5,0.5
138,65.8051,0.5474,-0.0247336,28.6783,0.5,0.5
139,66.1022,0.5451,-0.026911,28.8026,0.5,0.5
140,66.4,0.5457,-0.0487625,28.988,0.5,0.5
141,66.701,0.5486,-0.0662523,29.0496,0.5,0.5
142,67.0203,0.5651,-0.16931,29.233,0.5,0.5
143,67.3713,0.5924,-0.252019,29.4145,0.5,0.5
144,67.7488,0.6144,-0.213663,29.581,0.5,0.5
145,68.1349,0.6214,-0.101658,29.7304,0.5,0.5
146,68.5099,0.6124,0.018809,29.8987,0.5,0.5
147,68.8605,0.5921,0.104706,30.0788,0.5,0.5
148,69.1742,0.5601,0.194309,30.3051,0.5,0.5
149,69.4796,0.5526,0.0109424,30.3578,0.5,0.5
150,69.7697,0.5386,0.0604678,30.4886,0.5,0.5
151,70.0506,0.53,0.0204202,30.6615,0.5,0.5
152,70.3276,0.5263,-0.016171,30.7766,0.5,0.5
153,70.6016,0.5235,-0.0228158,30.95,0.5,0.5
154,70.8746,0.5225,-0.0363185,31.1217,0.5,0.5
155,71.1473,0.5222,-0.0416132,31.2924,0.5,0.5
156,71.42,0.5222,-0.0439258,31.349,0.5,0.5
157,71.6915,0.521,-0.0349163,31.5739,0.5,0.5
158,71.9605,0.5187,-0.0265906,31.7417,0.5,0.5
159,72.226,0.5153,-0.0181984,31.9089,0.5,0.5
160,72.4872,0.511,-0.0112517,32.0751,0.5,0.5
161,72.7434,0.5062,-0.00727448,32.2403,0.5,0.5
162,72.9949,0.5015,-0.00780266,32.4044,0.5,0.5
163,73.2419,0.497,-0.0090923,32.5675,0.5,0.5
164,73.4839,0.4919,-0.00434533,32.7834,0.5,0.5
165,73.7238,0.4898,-0.0267781,32.9442,0.5,0.5
166,73.9772,0.5034,-0.145405,33.104,0.5,0.5
167,74.2648,0.5363,-0.292193,33.2627,0.5,0.5
168,74.5929,0.5728,-0.321452,33.4066,0.5,0.5
169,74.9437,0.5923,-0.195193,33.5082,0.5,0.5
170,75.2886,0.5873,-0.0112132,33.6156,0.5,0.5
171,75.6259,0.5807,0.00111316,33.6648,0.5,0.5
172,75.9357,0.5566,0.133742,33.8134,0.5,0.5
173,76.2138,0.5274,0.173681,33.9627,0.5,0.5
