step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:
1515,571.22,1.6783,-0.251853,11.4182,0.1
1516,573.938,1.6486,-0.245027,11.4696,0.1
1517,576.628,1.6402,-0.253527,11.6809,0.1
1518,579.29,1.6314,-0.253303,11.4263,0.1
1519,581.922,1.6223,-0.253084,11.6914,0.1
1520,584.523,1.6129,-0.25283,11.4541,0.1
1521,586.993,1.5716,-0.236726,11.3969,0.1
1522,589.428,1.5603,-0.248376,11.6841,0.1
1523,591.826,1.5487,-0.24787,11.4307,0.1
1524,594.111,1.5116,-0.234716,11.6805,0.1
1525,596.275,1.4712,-0.230092,11.4759,0.1
1526,598.398,1.4569,-0.23983,11.7058,0.1
1527,600.479,1.4425,-0.239072,11.4444,0.1
1528,602.474,1.4126,-0.230588,11.3947,0.1
1529,604.425,1.3969,-0.235396,11.8122,0.1
1530,606.334,1.3814,-0.234617,11.3382,0.1
1531,608.196,1.3648,-0.233199,11.8684,0.1
1532,609.969,1.3312,-0.223705,11.8501,0.1
1533,611.696,1.3143,-0.229352,11.3589,0.1
1534,613.377,1.2967,-0.227961,11.7448,0.1
1535,615.014,1.2792,-0.22689,11.3793,0.1
1536,616.603,1.2607,-0.22527,11.8694,0.1
1537,618.1,1.2234,-0.214632,11.892,0.1
1538,619.551,1.2045,-0.220704,11.4761,0.1
1539,620.863,1.1458,-0.199487,11.6843,0.1
1540,621.994,1.0634,-0.182299,11.6765,0.1
1541,623.035,1.0203,-0.194219,11.7981,0.1
1542,623.989,0.9768,-0.190198,11.7302,0.1
1543,624.901,0.9546,-0.196975,11.5454,0.1
1544,625.694,0.8907,-0.17435,11.7125,0.1
1545,626.429,0.8576,-0.183789,11.764,0.1
1546,627.139,0.8421,-0.1897,11.4441,0.1
1547,627.808,0.8179,-0.184209,11.6787,0.1
1548,628.403,0.7714,-0.171025,11.4771,0.1
1549,628.975,0.7568,-0.182703,11.7634,0.1
1550,629.507,0.7293,-0.175158,11.6539,0.1
1551,630.02,0.7161,-0.179916,11.4006,0.1
1552,630.477,0.6759,-0.165434,11.7867,0.1
1553,630.916,0.6623,-0.175045,11.3881,0.1
1554,631.318,0.6342,-0.166752,11.3651,0.1
1555,631.702,0.6195,-0.170952,11.8046,0.1
1556,632.032,0.5751,-0.154919,11.3819,0.1
1557,632.311,0.5275,-0.149143,11.7577,0.1
1558,632.556,0.4953,-0.152331,11.7106,0.1
1559,632.785,0.479,-0.1573,11.4927,0.1
1560,632.999,0.4622,-0.155651,11.791,0.1
1561,633.197,0.4456,-0.154294,11.4075,0.1
1562,633.352,0.3935,-0.135081,11.8858,0.1
1563,633.494,0.376,-0.147359,11.4236,0.1
1564,633.609,0.3402,-0.136629,11.4458,0.1
1565,633.713,0.3218,-0.14191,11.8147,0.1
1566,633.805,0.3036,-0.140322,11.4731,0.1
1567,633.876,0.2665,-0.129185,11.3084,0.1
1568,633.937,0.2473,-0.134549,11.8377,0.1
1569,633.99,0.2286,-0.132993,11.4146,0.1
1570,634.033,0.209,-0.130777,11.8527,0.1
1571,634.069,0.1901,-0.129262,11.3393,0.1
1572,634.098,0.1702,-0.126958,11.8255,0.1
1573,634.107,0.0901,-0.0949126,11.7922,0.1
1574,634.111,0.0701,-0.116988,11.3417,0.1
1575,634.114,0.0494,-0.114662,11.8574,0.1
1576,634.114,-0.0121,-0.0921863,11.464,0.1
1577,634.12,-0.0756,-0.0849985,11.6581,0.1
1578,634.146,-0.1608,-0.0677181,11.7968,0.1
1579,634.179,-0.1821,-0.091057,11.489,0.1
1580,634.22,-0.2038,-0.0886251,11.7442,0.1
1581,634.271,-0.2253,-0.0864425,11.5412,0.1
1582,634.332,-0.2472,-0.0839689,11.7535,0.1
1583,634.417,-0.2911,-0.0706333,11.8066,0.1
1584,634.515,-0.3128,-0.0771869,11.4656,0.1
1585,634.627,-0.335,-0.0745994,11.7459,0.1
1586,634.754,-0.3571,-0.0722509,11.5744,0.1
1587,634.898,-0.3795,-0.0697011,11.7562,0.1
1588,635.06,-0.4015,-0.0674604,11.4493,0.1
1589,635.258,-0.4457,-0.0539375,11.4298,0.1
1590,635.477,-0.4681,-0.0601835,11.6612,0.1
1591,635.718,-0.4902,-0.0578484,11.4602,0.1
1592,636.029,-0.5575,-0.0327596,11.694,0.1
1593,636.419,-0.625,-0.0256171,11.5425,0.1
1594,636.899,-0.6926,-0.0184708,11.6793,0.1
1595,637.41,-0.7147,-0.0341035,11.4554,0.1
1596,638.02,-0.7811,-0.00935295,11.683,0.1
1597,638.701,-0.8251,-0.0135004,11.6686,0.1
1598,639.494,-0.8906,0.0020949,11.4969,0.1
1599,640.409,-0.9565,0.00932315,11.7863,0.1
1600,641.408,-0.9998,0.00511305,11.6916,0.1
1601,642.539,-1.0636,0.0202249,11.4399,0.1
1602,643.717,-1.085,0.00594735,11.6664,0.1
1603,644.939,-1.1057,0.0082902,11.4011,0.1
1604,646.257,-1.1478,0.0216341,11.501,0.1
1605,647.623,-1.169,0.0159786,11.7642,0.1
1606,649.039,-1.1898,0.0184935,11.5512,0.1
1607,650.505,-1.2108,0.0212789,11.7776,0.1
1608,652.072,-1.252,0.0341049,11.7471,0.1
1609,653.796,-1.3128,0.0486813,11.4983,0.1
1610,655.574,-1.3333,0.035278,11.7901,0.1
1611,657.404,-1.353,0.0376045,11.4528,0.1
1612,659.289,-1.373,0.040411,11.7166,0.1
1613,661.229,-1.3926,0.0429073,11.5409,0.1
1614,663.39,-1.4702,0.0746024,11.4233,0.1
1615,665.723,-1.5273,0.072876,11.6752,0.1
1616,668.112,-1.5457,0.0600089,11.435,0.1
1617,670.559,-1.5642,0.062681,11.6604,0.1
1618,673.062,-1.5823,0.0651221,11.4807,0.1
1619,675.682,-1.6184,0.0767413,11.5452,0.1
1620,678.359,-1.6364,0.0721195,11.6889,0.1
1621,681.094,-1.6538,0.0744464,11.4708,0.1
1622,683.888,-1.6715,0.0771722,11.7569,0.1
1623,686.797,-1.7056,0.087995,11.6658,0.1
1624,689.878,-1.7552,0.100033,11.4495,0.1
1625,693.017,-1.7717,0.0893284,11.7386,0.1
1626,696.213,-1.7877,0.0916223,11.546,0.1
1627,699.522,-1.8192,0.101882,11.4797,0.1
1628,702.889,-1.8348,0.0979993,11.7367,0.1
1629,706.368,-1.8651,0.107842,11.7644,0.1
1630,709.901,-1.8797,0.103962,11.4528,0.1
1631,713.489,-1.8943,0.106369,11.703,0.1
1632,717.132,-1.9085,0.108583,11.507,0.1
1633,720.828,-1.9227,0.110964,11.6241,0.1
1634,724.627,-1.949,0.119409,11.7048,0.1
1635,728.54,-1.9782,0.124478,11.4594,0.1
1636,732.476,-1.984,0.11669,11.7396,0.1
1637,736.233,-1.9383,0.0924892,11.7318,0.1
1638,739.933,-1.9233,0.104231,11.5369,0.1
1639,743.574,-1.9082,0.103635,11.6733,0.1
1640,747.157,-1.893,0.103021,11.5024,0.1
1641,750.623,-1.8617,0.0943823,11.502,0.1
1642,753.913,-1.8139,0.0839092,11.7052,0.1
1643,757.145,-1.7977,0.0958281,11.5021,0.1
1644,760.319,-1.7814,0.0950488,11.6308,0.1
1645,763.316,-1.7313,0.0773844,11.5202,0.1
1646,766.254,-1.714,0.0896314,11.7525,0.1
1647,769.074,-1.6795,0.0801412,11.7626,0.1
1648,771.721,-1.6268,0.0684046,11.4253,0.1
1649,774.309,-1.6088,0.081289,11.6507,0.1
1650,776.84,-1.591,0.0803845,11.476,0.1
1651,779.257,-1.5545,0.0700317,11.5225,0.1
1652,781.616,-1.5361,0.0761998,11.6363,0.1
1653,783.808,-1.4803,0.0563999,11.6188,0.1
1654,785.944,-1.4615,0.0700507,11.5797,0.1
1655,788.025,-1.4425,0.0687919,11.6151,0.1
1656,789.997,-1.4045,0.0580942,11.5259,0.1
1657,791.916,-1.3852,0.0643368,11.6392,0.1
1658,793.782,-1.3659,0.0630897,11.5539,0.1
1659,795.439,-1.2873,0.0321534,11.5694,0.1
1660,797.045,-1.2675,0.0543271,11.5404,0.1
1661,798.602,-1.2475,0.0528709,11.5936,0.1
1662,800.108,-1.2275,0.0514846,11.5959,0.1
1663,801.566,-1.2072,0.0499382,11.6469,0.1
1664,802.974,-1.1868,0.0484516,11.658,0.1
1665,804.334,-1.1663,0.0469448,11.6407,0.1
1666,805.648,-1.1459,0.0455177,11.6307,0.1
1667,806.823,-1.0843,0.0234199,11.5584,0.1
1668,807.954,-1.0636,0.0382417,11.607,0.1
1669,809.042,-1.043,0.0367432,11.5815,0.1
1670,810.088,-1.0224,0.0351944,11.5564,0.1
1671,811.049,-0.9807,0.0230747,11.56,0.1
1672,811.891,-0.9174,0.0085634,11.6471,0.1
1673,812.694,-0.8962,0.0237315,11.6417,0.1
1674,813.46,-0.8752,0.0221491,11.577,0.1
1675,814.19,-0.8541,0.0204262,11.5745,0.1
1676,814.883,-0.8329,0.0186826,11.6266,0.1
1677,815.542,-0.8118,0.0170185,11.6297,0.1
1678,816.135,-0.7696,0.0047433,11.572,0.1
1679,816.695,-0.7483,0.0113475,11.6274,0.1
1680,817.223,-0.727,0.00958095,11.6192,0.1
1681,817.721,-0.7059,0.0079039,11.5818,0.1
1682,818.19,-0.6848,0.0061363,11.536,0.1
1683,818.631,-0.6636,0.0043081,11.5803,0.1
1684,819.017,-0.6211,-0.00815135,11.6271,0.1
1685,819.376,-0.5998,-0.00150145,11.638,0.1
1686,819.711,-0.5787,-0.0032421,11.5695,0.1
1687,820.022,-0.5576,-0.0050733,11.5651,0.1
1688,820.288,-0.5152,-0.0175757,11.6482,0.1
1689,820.532,-0.494,-0.0109687,11.6185,0.1
1690,820.755,-0.473,-0.0127522,11.5571,0.1
1691,820.906,-0.3882,-0.0465581,11.6705,0.1
1692,821.041,-0.367,-0.0230546,11.6248,0.1
1693,821.146,-0.3252,-0.035312,11.5871,0.1
1694,821.239,-0.3046,-0.0287397,11.5178,0.1
1695,821.309,-0.2633,-0.041018,11.5976,0.1
1696,821.367,-0.2426,-0.0347267,11.6507,0.1
1697,821.417,-0.222,-0.0366357,11.6466,0.1
1698,821.449,-0.181,-0.0488052,11.6034,0.1
1699,821.469,-0.1401,-0.0527852,11.5988,0.1
1700,821.483,-0.1198,-0.0465153,11.5906,0.1
1701,821.493,-0.0995,-0.0484955,11.596,0.1
1702,821.495,-0.0392,-0.0705059,11.5952,0.1
1703,821.496,0.0259,-0.0789489,11.5255,0.1
1704,821.498,0.0493,-0.0646335,11.572,0.1
1705,821.503,0.0741,-0.0677106,11.5669,0.1
1706,821.513,0.0988,-0.07019,11.6108,0.1
1707,821.528,0.122,-0.071971,11.5916,0.1
1708,821.55,0.1481,-0.075815,11.6308,0.1
1709,821.592,0.2052,-0.0940276,11.5751,0.1
1710,821.647,0.2349,-0.0861551,11.5611,0.1
1711,821.752,0.323,-0.118487,11.6163,0.1
1712,821.875,0.3518,-0.0978225,11.5458,0.1
1713,822.02,0.3805,-0.100843,11.5989,0.1
1714,822.188,0.4091,-0.103867,11.5897,0.1
1715,822.379,0.4375,-0.106846,11.6409,0.1
1716,822.596,0.4658,-0.109869,11.6245,0.1
1717,822.869,0.5222,-0.12701,11.7135,0.1
1718,823.171,0.5498,-0.118525,11.5807,0.1
1719,823.504,0.5772,-0.121474,11.5194,0.1
1720,823.869,0.6044,-0.124416,11.5769,0.1
1721,824.303,0.6582,-0.140765,11.6042,0.1
1722,824.772,0.6849,-0.132937,11.612,0.1
1723,825.278,0.7114,-0.135863,11.639,0.1
1724,825.822,0.7376,-0.138732,11.6075,0.1
1725,826.405,0.7635,-0.141584,11.6375,0.1
1726,827.028,0.7893,-0.144518,11.6198,0.1
1727,827.733,0.8398,-0.159868,11.5208,0.1
1728,828.481,0.8646,-0.1525,11.5523,0.1
1729,829.271,0.8892,-0.155325,11.558,0.1
1730,830.106,0.9135,-0.158092,11.6214,0.1
1731,830.985,0.9377,-0.160941,11.5912,0.1
1732,831.955,0.9851,-0.175453,11.6001,0.1
1733,832.972,1.0085,-0.168697,11.6614,0.1
1734,834.037,1.0317,-0.171453,11.6934,0.1
1735,835.196,1.0768,-0.185262,11.5967,0.1
1736,836.404,1.0989,-0.178821,11.6568,0.1
1737,837.66,1.1209,-0.181542,11.6802,0.1
1738,838.965,1.1422,-0.183963,11.5873,0.1
1739,840.319,1.1635,-0.186674,11.6536,0.1
1740,841.771,1.205,-0.199507,11.6248,0.1
1741,843.271,1.225,-0.193519,11.5464,0.1
1742,844.87,1.2642,-0.205751,11.6081,0.1
1743,846.517,1.2835,-0.200363,11.642,0.1
1744,848.212,1.3021,-0.202594,11.5859,0.1
1745,850.004,1.3386,-0.214074,11.6126,0.1
1746,851.845,1.3566,-0.209152,11.6018,0.1
1747,853.826,1.4075,-0.228106,11.5713,0.1
1748,855.945,1.4557,-0.232573,11.5873,0.1
1749,858.195,1.5001,-0.236244,11.5442,0.1
1750,860.57,1.5412,-0.239804,11.4873,0.1
1751,863.063,1.5787,-0.242903,11.61,0.1
1752,865.698,1.6234,-0.251065,11.6279,0.1
1753,868.367,1.6338,-0.239202,11.6508,0.1
1754,871.129,1.6618,-0.249873,11.5599,0.1
1755,873.92,1.6706,-0.243908,11.473,0.1
1756,876.79,1.694,-0.252935,11.6243,0.1
1757,879.728,1.7143,-0.254582,11.53,0.1
1758,882.764,1.7422,-0.261284,11.5654,0.1
1759,886.531,1.9411,-0.350544,11.5885,0.1
1760,889.817,1.8127,-0.20769,11.5753,0.1
1761,893.202,1.8397,-0.27347,11.5404,0.1
1762,896.881,1.9181,-0.302829,11.6619,0.1
1763,900.724,1.9603,-0.293549,11.4836,0.1
1764,904.898,2.043,-0.319041,11.5122,0.1
1765,909.151,2.0624,-0.296692,11.5724,0.1
1766,913.634,2.1174,-0.317491,11.4803,0.1
1767,918.335,2.1681,-0.321925,11.6007,0.1
1768,923.239,2.2145,-0.325952,11.4464,0.1
1769,928.328,2.2558,-0.32917,11.5799,0.1
1770,933.585,2.2928,-0.332297,11.6136,0.1
1771,938.989,2.3248,-0.334659,11.5138,0.1
1772,944.523,2.3523,-0.336785,11.5097,0.1
1773,950.093,2.3602,-0.330915,11.5747,0.1
1774,955.764,2.3814,-0.339546,11.5852,0.1
1775,961.513,2.3977,-0.340415,11.3852,0.1
1776,967.318,2.4094,-0.340949,11.7156,0.1
1777,973.136,2.412,-0.338775,11.5128,0.1
1778,978.982,2.4178,-0.341844,11.5466,0.1
1779,984.827,2.4177,-0.340683,11.5322,0.1
1780,990.661,2.4154,-0.340781,11.5456,0.1
1781,996.461,2.4083,-0.339355,11.5805,0.1
1782,1002.2,2.3962,-0.337343,11.5723,0.1
1783,1007.87,2.3799,-0.335223,11.5694,0.1
1784,1013.43,2.3586,-0.332272,11.5249,0.1
1785,1018.87,2.3325,-0.328909,11.6562,0.1
1786,1024.17,2.3022,-0.32535,11.4288,0.1
1787,1029.42,2.291,-0.333015,11.6676,0.1
1788,1034.5,2.2549,-0.320573,11.4466,0.1
1789,1039.47,2.2283,-0.322827,11.479,0.1
1790,1044.37,2.2143,-0.327574,11.6508,0.1
1791,1049.08,2.1697,-0.311959,11.4112,0.1
1792,1053.58,2.1204,-0.306209,11.6521,0.1
1793,1057.85,2.0671,-0.300313,11.5161,0.1
1794,1061.89,2.0099,-0.294037,11.6752,0.1
1795,1065.77,1.9696,-0.297752,11.7181,0.1
1796,1069.4,1.9062,-0.283125,11.5395,0.1
1797,1072.95,1.8841,-0.298377,11.6836,0.1
1798,1076.25,1.8156,-0.273875,11.5471,0.1
1799,1079.46,1.7919,-0.290321,11.675,0.1
1800,1082.58,1.768,-0.288735,11.5248,0.1
1801,1085.45,1.6936,-0.261942,11.6263,0.1
1802,1088.06,1.6158,-0.25361,11.4028,0.1
1803,1090.5,1.5621,-0.258661,11.4025,0.1
1804,1092.61,1.4508,-0.225216,11.4956,0.1
1805,1094.47,1.3634,-0.226718,11.7068,0.1
1806,1096.09,1.2745,-0.217865,11.4263,0.1
1807,1097.57,1.2138,-0.223682,11.4095,0.1
1808,1098.75,1.0888,-0.186007,11.5381,0.1
1809,1099.73,0.9916,-0.187902,11.7363,0.1
1810,1100.53,0.8932,-0.178029,11.5049,0.1
1811,1101.16,0.7919,-0.167135,11.6958,0.1
1812,1101.63,0.6897,-0.1569,11.5114,0.1
1813,1101.98,0.5851,-0.145772,11.6872,0.1
1814,1102.28,0.5502,-0.170437,11.5795,0.1
1815,1102.48,0.4445,-0.13177,11.5513,0.1
1816,1102.59,0.3372,-0.120568,11.5547,0.1
1817,1102.64,0.2284,-0.109202,11.6272,0.1
1818,1102.67,0.1587,-0.117952,11.6885,0.1
1819,1102.68,0.0934,-0.113229,11.7198,0.1
1820,1102.68,0.037,-0.111167,11.7544,0.1
1821,1102.68,0.0282,-0.129341,11.5534,0.1
1822,1102.68,-0.0518,-0.0928352,11.48,0.1
1823,1102.69,-0.0993,-0.101036,11.4332,0.1
1824,1102.71,-0.1215,-0.108875,11.6616,0.1
1825,1102.73,-0.1607,-0.0980745,11.7441,0.1
1826,1102.76,-0.1783,-0.104865,11.5427,0.1
1827,1102.82,-0.2318,-0.0850394,11.609,0.1
1828,1102.88,-0.2501,-0.0971644,11.65,0.1
1829,1102.95,-0.2683,-0.0952502,11.6636,0.1
1830,1103.03,-0.2866,-0.0932369,11.5934,0.1
1831,1103.15,-0.3422,-0.0725858,11.5505,0.1
1832,1103.28,-0.3611,-0.0851953,11.6105,0.1
1833,1103.43,-0.38,-0.0831153,11.6569,0.1
1834,1103.59,-0.399,-0.0809758,11.6483,0.1
1835,1103.76,-0.418,-0.0788668,11.6558,0.1
1836,1103.95,-0.4371,-0.0766982,11.6002,0.1
1837,1104.22,-0.5144,-0.045431,11.5787,0.1
1838,1104.5,-0.5338,-0.0663841,11.6192,0.1
1839,1104.81,-0.5532,-0.0641675,11.6227,0.1
1840,1105.16,-0.592,-0.0522315,11.6176,0.1
1841,1105.53,-0.6115,-0.0576958,11.653,0.1
1842,1105.93,-0.631,-0.0554303,11.62,0.1
1843,1106.35,-0.6504,-0.0532051,11.5668,0.1
1844,1106.8,-0.67,-0.0508301,11.623,0.1
1845,1107.3,-0.7094,-0.0386154,11.6029,0.1
1846,1107.84,-0.7289,-0.0442609,11.5363,0.1
1847,1108.4,-0.7486,-0.0418366,11.603,0.1
1848,1108.99,-0.7682,-0.0395325,11.5893,0.1
1849,1109.61,-0.7879,-0.0371286,11.6321,0.1
1850,1110.26,-0.8075,-0.0348048,11.5937,0.1
1851,1110.98,-0.8469,-0.0225214,11.6349,0.1
1852,1111.73,-0.8665,-0.0280481,11.579,0.1
1853,1112.51,-0.886,-0.0256951,11.5174,0.1
1854,1113.37,-0.925,-0.0135326,11.5802,0.1
1855,1114.26,-0.9445,-0.0189104,11.6097,0.1
1856,1115.19,-0.964,-0.0164784,11.6478,0.1
1857,1116.16,-0.9833,-0.0141367,11.5896,0.1
1858,1117.16,-1.0026,-0.0117054,11.6316,0.1
1859,1118.21,-1.022,-0.00921445,11.6579,0.1
1860,1119.29,-1.0414,-0.00675375,11.692,0.1
1861,1120.46,-1.0797,0.0051761,11.616,0.1
1862,1121.66,-1.0988,-4.45e-05,11.6602,0.1
1863,1122.91,-1.118,0.0024745,11.7003,0.1
1864,1124.25,-1.1557,0.0142224,11.5882,0.1
1865,1125.63,-1.1745,0.0091296,11.6252,0.1
1866,1127.1,-1.2115,0.0207154,11.5334,0.1
1867,1128.7,-1.2667,0.0341487,11.5792,0.1
1868,1130.35,-1.2849,0.0218112,11.6318,0.1
1869,1132.05,-1.303,0.0242327,11.609,0.1
1870,1133.79,-1.3209,0.0266031,11.5496,0.1
1871,1135.59,-1.3388,0.0290625,11.5516,0.1
1872,1137.48,-1.3742,0.0402896,11.6138,0.1
1873,1139.41,-1.3916,0.0355254,11.5945,0.1
1874,1141.45,-1.426,0.0464784,11.5861,0.1
1875,1143.53,-1.4431,0.04199,11.5802,0.1
1876,1145.71,-1.4768,0.0527384,11.6267,0.1
1877,1147.94,-1.4935,0.0483551,11.6597,0.1
1878,1150.22,-1.5102,0.0507802,11.7042,0.1
1879,1152.6,-1.5426,0.0610715,11.5305,0.1
1880,1155.03,-1.5587,0.0569409,11.5956,0.1
1881,1157.51,-1.5746,0.0592382,11.5207,0.1
1882,1160.04,-1.5902,0.0614733,11.5513,0.1
1883,1162.67,-1.6213,0.0715939,11.5877,0.1
1884,1165.34,-1.6367,0.0676723,11.6273,0.1
1885,1168.07,-1.6518,0.0698882,11.6246,0.1
1886,1170.85,-1.6669,0.0722316,11.6247,0.1
1887,1173.68,-1.6816,0.0743824,11.6105,0.1
1888,1176.56,-1.6963,0.0767006,11.5754,0.1
1889,1179.53,-1.725,0.0860331,11.5873,0.1
1890,1182.56,-1.7391,0.0824726,11.6471,0.1
1891,1185.63,-1.7532,0.0847592,11.6867,0.1
1892,1188.8,-1.7803,0.0935594,11.527,0.1
1893,1192.02,-1.7935,0.0902161,11.5908,0.1
1894,1195.28,-1.8066,0.0923894,11.5487,0.1
1895,1198.59,-1.8195,0.0945092,11.5815,0.1
1896,1201.95,-1.8322,0.0966153,11.6065,0.1
1897,1205.35,-1.8447,0.0987076,11.5788,0.1
1898,1208.8,-1.8569,0.100736,11.525,0.1
1899,1212.29,-1.8689,0.102791,11.5672,0.1
1900,1215.87,-1.8922,0.110587,11.6098,0.1
1901,1219.5,-1.9035,0.107868,11.5776,0.1
1902,1223.16,-1.9145,0.109806,11.5832,0.1
1903,1226.91,-1.9358,0.117024,11.5877,0.1
1904,1230.7,-1.9462,0.114677,11.5895,0.1
1905,1234.52,-1.9561,0.116445,11.591,0.1
1906,1238.39,-1.966,0.118418,11.5433,0.1
1907,1242.29,-1.9754,0.120145,11.5907,0.1
1908,1246.26,-1.9937,0.126532,11.5559,0.1
1909,1250.27,-2.0026,0.124664,11.555,0.1
1910,1254.32,-2.0111,0.126359,11.6267,0.1
1911,1258.4,-2.0195,0.128169,11.633,0.1
1912,1262.54,-2.0354,0.133777,11.6542,0.1
1913,1266.71,-2.0428,0.132138,11.5865,0.1
1914,1270.92,-2.0502,0.133903,11.5273,0.1
1915,1275.18,-2.0639,0.138825,11.6059,0.1
1916,1279.46,-2.0701,0.13748,11.6351,0.1
1917,1283.77,-2.0758,0.138888,11.6629,0.1
1918,1288.1,-2.0807,0.140098,11.5633,0.1
1919,1292.46,-2.0885,0.143082,11.6266,0.1
1920,1296.83,-2.0893,0.141407,11.6312,0.1
1921,1301.19,-2.0879,0.141431,11.6202,0.1
1922,1305.53,-2.0844,0.141283,11.6107,0.1
1923,1309.86,-2.0796,0.141323,11.5881,0.1
1924,1314.16,-2.0744,0.14168,11.5601,0.1
1925,1318.44,-2.0691,0.142145,11.49,0.1
1926,1322.7,-2.0633,0.142397,11.5405,0.1
1927,1326.93,-2.0574,0.142795,11.5347,0.1
1928,1331.14,-2.0511,0.143031,11.5785,0.1
1929,1335.29,-2.0379,0.13997,11.581,0.1
1930,1339.42,-2.0309,0.142765,11.6078,0.1
1931,1343.51,-2.0236,0.142927,11.6157,0.1
1932,1347.57,-2.0161,0.143105,11.6156,0.1
1933,1351.54,-1.9918,0.134951,11.5641,0.1
1934,1355.41,-1.9656,0.132554,11.5514,0.1
1935,1359.2,-1.9467,0.134557,11.537,0.1
1936,1362.95,-1.9369,0.138186,11.5995,0.1
1937,1366.66,-1.9269,0.138069,11.5888,0.1
1938,1370.33,-1.9165,0.137827,11.5704,0.1
1939,1373.97,-1.9061,0.13774,11.5226,0.1
1940,1377.52,-1.8842,0.131892,11.5397,0.1
1941,1381.02,-1.8728,0.135889,11.5746,0.1
1942,1384.49,-1.8613,0.135629,11.5546,0.1
1943,1387.91,-1.8494,0.135204,11.6203,0.1
1944,1391.05,-1.7734,0.102851,11.6105,0.1
1945,1394.1,-1.7463,0.120574,11.5401,0.1
1946,1397.1,-1.7326,0.12543,11.584,0.1
1947,1400.06,-1.7184,0.124669,11.6303,0.1
1948,1402.96,-1.7042,0.124102,11.6372,0.1
1949,1405.77,-1.6751,0.116069,11.6049,0.1
1950,1408.52,-1.6601,0.121039,11.6228,0.1
1951,1411.23,-1.645,0.120312,11.6036,0.1
1952,1413.89,-1.6296,0.119466,11.6434,0.1
1953,1416.49,-1.614,0.118633,11.6448,0.1
1954,1419.04,-1.5981,0.117723,11.6502,0.1
1955,1421.55,-1.582,0.116824,11.6871,0.1
1956,1424,-1.5658,0.115946,11.5715,0.1
1957,1426.4,-1.5494,0.115001,11.6727,0.1
1958,1428.75,-1.5328,0.114028,11.5866,0.1
1959,1431,-1.4988,0.104417,11.6424,0.1
1960,1433.19,-1.4816,0.110158,11.6356,0.1
1961,1435.33,-1.4643,0.10912,11.5265,0.1
1962,1437.28,-1.3934,0.0812866,11.407,0.1
1963,1439.12,-1.3566,0.0919249,11.497,0.1
1964,1440.91,-1.3378,0.0979138,11.7572,0.1
1965,1442.65,-1.3193,0.0968434,11.5401,0.1
1966,1444.24,-1.2619,0.0761744,11.7076,0.1
1967,1445.78,-1.2429,0.0902558,11.4497,0.1
1968,1447.23,-1.204,0.0790078,11.5199,0.1
1969,1448.64,-1.1839,0.0851098,11.8076,0.1
1970,1449.99,-1.1642,0.0838819,11.5542,0.1
1971,1451.3,-1.1442,0.082334,11.6702,0.1
1972,1452.52,-1.1039,0.0707359,11.74,0.1
1973,1453.69,-1.0837,0.0772978,11.5364,0.1
1974,1454.82,-1.0633,0.0757094,11.651,0.1
1975,1455.91,-1.043,0.0742409,11.503,0.1
1976,1456.96,-1.0221,0.072422,11.7499,0.1
1977,1457.91,-0.9784,0.0594212,11.6294,0.1
1978,1458.82,-0.9525,0.0644274,11.549,0.1
1979,1459.67,-0.9242,0.0610995,11.6704,0.1
1980,1460.48,-0.8954,0.0584672,11.5953,0.1
1981,1461.18,-0.8368,0.0411056,11.6814,0.1
1982,1461.82,-0.8026,0.0478469,11.709,0.1
1983,1462.41,-0.7686,0.0449112,11.6205,0.1
1984,1462.95,-0.7348,0.0419786,11.5573,0.1
1985,1463.44,-0.7004,0.0386488,11.6191,0.1
1986,1463.89,-0.6658,0.0354417,11.6193,0.1
1987,1464.28,-0.6308,0.0320971,11.6489,0.1
1988,1464.64,-0.5955,0.0287449,11.6363,0.1
1989,1464.95,-0.5601,0.0254449,11.64,0.1
1990,1465.19,-0.4894,0.0044996,11.6225,0.1
1991,1465.4,-0.4541,0.0153567,11.633,0.1
1992,1465.57,-0.4188,0.0120361,11.6263,0.1
1993,1465.72,-0.3837,0.0087979,11.5449,0.1
1994,1465.82,-0.3135,-0.0121053,11.5516,0.1
1995,1465.9,-0.2782,-0.00153625,11.6123,0.1
1996,1465.95,-0.2432,-0.00479465,11.5571,0.1
1997,1465.98,-0.1731,-0.0257581,11.5236,0.1
1998,1465.99,-0.0677,-0.0503842,11.6439,0.1
1999,1465.99,0.0376,-0.060893,11.6707,0.1
2000,1466,0.0725,-0.0362593,11.6417,0.1
2001,1466.01,0.1071,-0.0396528,11.6266,0.1
2002,1466.03,0.1414,-0.0430335,11.5718,0.1
2003,1466.06,0.1758,-0.0466014,11.6047,0.1
2004,1466.12,0.2446,-0.0673637,11.6439,0.1
2005,1466.2,0.2789,-0.0571332,11.6653,0.1
2006,1466.34,0.3811,-0.0947037,11.703,0.1
2007,1466.57,0.4822,-0.104615,11.6758,0.1
2008,1466.84,0.5158,-0.0812327,11.7177,0.1
2009,1467.14,0.5487,-0.0845171,11.5825,0.1
2010,1467.48,0.5816,-0.0880979,11.5893,0.1
2011,1467.9,0.647,-0.107961,11.6618,0.1
2012,1468.36,0.6793,-0.098291,11.5814,0.1
2013,1468.87,0.7116,-0.101877,11.672,0.1
2014,1469.57,0.839,-0.153076,11.7091,0.1
2015,1470.33,0.8703,-0.118201,11.5976,0.1
