step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:
4671,13134.1,3.6946,-0.298044,11.0227,0.1
4672,13147.7,3.6889,-0.299119,11.0265,0.1
4673,13161.3,3.6826,-0.30009,11.031,0.1
4674,13174.8,3.6757,-0.300998,11.036,0.1
4675,13188.1,3.6522,-0.293834,11.054,0.1
4676,13201.4,3.6434,-0.300655,11.0607,0.1
4677,13214.6,3.6341,-0.301343,11.0677,0.1
4678,13227.8,3.6244,-0.302025,11.0749,0.1
4679,13240.8,3.6143,-0.302662,11.0822,0.1
4680,13253.8,3.6037,-0.303204,11.0898,0.1
4681,13266.6,3.5811,-0.297934,11.1053,0.1
4682,13279.4,3.5692,-0.302809,11.1133,0.1
4683,13291.8,3.531,-0.290234,11.1382,0.1
4684,13304,3.4893,-0.286409,11.1639,0.1
4685,13315.9,3.4444,-0.282361,11.1909,0.1
4686,13327.4,3.3966,-0.27812,11.2186,0.1
4687,13338.6,3.3461,-0.273663,11.256,0.1
4688,13349.5,3.294,-0.26946,11.0267,0.1
4689,13359.8,3.2213,-0.25556,11.4161,0.1
4690,13369.9,3.1655,-0.258323,11.096,0.1
4691,13379.8,3.1464,-0.272666,11.3164,0.1
4692,13389.3,3.0879,-0.2526,11.4908,0.1
4693,13398.6,3.0481,-0.257624,11.3524,0.1
4694,13407.6,3.0077,-0.254848,11.3293,0.1
4695,13416.6,2.9873,-0.262302,11.4654,0.1
4696,13425,2.905,-0.230764,11.2865,0.1
4697,13433.3,2.8833,-0.254276,11.5195,0.1
4698,13441.2,2.8182,-0.231815,11.4123,0.1
4699,13448.8,2.7503,-0.22528,11.1271,0.1
4700,13456,2.6794,-0.21833,11.3313,0.1
4701,13463,2.6548,-0.235717,11.5773,0.1
4702,13469.7,2.5813,-0.210098,11.204,0.1
4703,13476,2.5046,-0.2024,11.4119,0.1
4704,13482.1,2.4782,-0.221119,11.465,0.1
4705,13487.9,2.3985,-0.193028,11.1141,0.1
4706,13493.2,2.3153,-0.184466,11.3209,0.1
4707,13498.3,2.2492,-0.185821,11.6249,0.1
4708,13502.9,2.1414,-0.159431,11.4868,0.1
4709,13507.1,2.0516,-0.158677,11.1433,0.1
4710,13511.2,2.021,-0.180308,11.4537,0.1
4711,13514.9,1.9282,-0.147112,11.6664,0.1
4712,13518.5,1.8977,-0.169931,11.1845,0.1
4713,13521.7,1.8034,-0.135882,11.3819,0.1
4714,13524.7,1.7066,-0.126056,11.6348,0.1
4715,13527.1,1.5769,-0.100714,11.4901,0.1
4716,13529.5,1.5444,-0.137116,11.324,0.1
4717,13531.7,1.4791,-0.118206,11.3131,0.1
4718,13533.6,1.3789,-0.0949153,11.5601,0.1
4719,13535.2,1.2784,-0.0853845,11.3268,0.1
4720,13536.8,1.2444,-0.109207,11.5487,0.1
4721,13538.3,1.211,-0.106712,11.3188,0.1
4722,13539.5,1.1079,-0.0690762,11.6491,0.1
4723,13540.6,1.0743,-0.0940533,11.226,0.1
4724,13541.7,1.0395,-0.0906131,11.6645,0.1
4725,13542.7,1.0061,-0.0883361,11.1736,0.1
4726,13543.5,0.8669,-0.0325296,11.7446,0.1
4727,13544.1,0.763,-0.0366411,11.2872,0.1
4728,13544.6,0.7281,-0.0611151,11.5575,0.1
4729,13545,0.6248,-0.0237375,11.3778,0.1
4730,13545.3,0.5206,-0.0132178,11.5668,0.1
4731,13545.4,0.4173,-0.0034565,11.3587,0.1
4732,13545.6,0.3825,-0.0275677,11.6387,0.1
4733,13545.7,0.2811,0.0090717,11.307,0.1
4734,13545.7,0.2467,-0.0144116,11.6061,0.1
4735,13545.7,0.1458,0.0222055,11.2645,0.1
4736,13545.7,0.0441,0.0326734,11.7238,0.1
4737,13545.8,-0.0896,0.0588882,11.7204,0.1
4738,13545.8,-0.1221,0.0217193,11.3075,0.1
4739,13545.8,-0.1556,0.0255471,11.772,0.1
4740,13545.9,-0.2531,0.0610236,11.3326,0.1
4741,13545.9,-0.2862,0.0387167,11.7258,0.1
4742,13546,-0.3179,0.0414857,11.2664,0.1
4743,13546.2,-0.3508,0.0454311,11.7394,0.1
4744,13546.4,-0.4462,0.0801942,11.5943,0.1
4745,13546.6,-0.4778,0.0580731,11.4187,0.1
4746,13546.9,-0.51,0.0617881,11.7917,0.1
4747,13547.1,-0.5407,0.0645284,11.2968,0.1
4748,13547.5,-0.6343,0.0993656,11.7955,0.1
4749,13548.1,-0.7254,0.107838,11.3307,0.1
4750,13548.6,-0.7561,0.0871263,11.7573,0.1
4751,13549.3,-0.7851,0.0897389,11.2077,0.1
4752,13550.1,-0.9026,0.13734,11.3495,0.1
4753,13551.1,-0.9894,0.134235,11.7357,0.1
4754,13552.3,-1.0997,0.155215,11.652,0.1
4755,13553.7,-1.179,0.151334,11.4293,0.1
4756,13555.1,-1.2051,0.133267,11.6753,0.1
4757,13556.6,-1.2304,0.136092,11.4919,0.1
4758,13558.4,-1.3298,0.176337,11.4547,0.1
4759,13560.3,-1.3783,0.161516,11.4329,0.1
4760,13562.3,-1.402,0.154667,11.5871,0.1
4761,13564.5,-1.4931,0.191484,11.7124,0.1
4762,13566.9,-1.558,0.188273,11.4446,0.1
4763,13569.5,-1.6199,0.194073,11.6167,0.1
4764,13572.4,-1.6964,0.208411,11.6217,0.1
4765,13575.4,-1.7324,0.196677,11.658,0.1
4766,13578.6,-1.7829,0.208418,11.4282,0.1
4767,13581.9,-1.815,0.205176,11.4829,0.1
4768,13585.3,-1.8604,0.215966,11.6736,0.1
4769,13589,-1.9019,0.219507,11.338,0.1
4770,13592.6,-1.9152,0.210515,11.601,0.1
4771,13596.4,-1.952,0.224571,11.3873,0.1
4772,13600.3,-1.9636,0.216632,11.6354,0.1
4773,13604.2,-1.9746,0.21848,11.3832,0.1
4774,13608.2,-1.9956,0.225578,11.3955,0.1
4775,13612.2,-1.9956,0.218175,11.3955,0.1
4776,13616.3,-2.0242,0.233487,11.6408,0.1
4777,13620.4,-2.0327,0.227314,11.3836,0.1
4778,13624.6,-2.056,0.236592,11.6283,0.1
4779,13628.9,-2.0621,0.231353,11.4537,0.1
4780,13633.1,-2.0673,0.232546,11.5855,0.1
4781,13637.6,-2.1042,0.249969,11.3876,0.1
4782,13641.9,-2.0872,0.227752,11.6195,0.1
4783,13646.3,-2.0836,0.233794,11.4061,0.1
4784,13650.6,-2.0817,0.235325,11.6186,0.1
4785,13654.9,-2.0794,0.235975,11.4041,0.1
4786,13659.2,-2.0767,0.236583,11.6501,0.1
4787,13663.5,-2.0655,0.233096,11.4012,0.1
4788,13667.8,-2.0608,0.236256,11.6135,0.1
4789,13672,-2.05,0.233761,11.5499,0.1
4790,13676.1,-2.0436,0.235903,11.4846,0.1
4791,13680.3,-2.0369,0.236131,11.5281,0.1
4792,13684.4,-2.0221,0.232422,11.5791,0.1
4793,13688.4,-2.014,0.235299,11.5253,0.1
4794,13692.4,-2.0057,0.235392,11.476,0.1
4795,13696.4,-1.9968,0.235261,11.5217,0.1
4796,13700.4,-1.9877,0.235264,11.5061,0.1
4797,13704.3,-1.9779,0.234993,11.4619,0.1
4798,13708.2,-1.968,0.234947,11.4483,0.1
4799,13712,-1.9574,0.234586,11.4961,0.1
4800,13715.8,-1.9466,0.234399,11.5237,0.1
4801,13719.5,-1.9352,0.233987,11.5156,0.1
4802,13723.2,-1.9237,0.233759,11.4961,0.1
4803,13726.9,-1.9114,0.233165,11.5538,0.1
4804,13730.5,-1.8989,0.232784,11.6002,0.1
4805,13734,-1.8729,0.22572,11.5399,0.1
4806,13737.5,-1.8593,0.23025,11.3546,0.1
4807,13740.9,-1.8453,0.229613,11.5945,0.1
4808,13744.2,-1.831,0.228978,11.3686,0.1
4809,13747.4,-1.7695,0.204833,11.4357,0.1
4810,13750.4,-1.7367,0.213901,11.3756,0.1
4811,13753.1,-1.6672,0.193105,11.3703,0.1
4812,13755.9,-1.6489,0.212579,11.6052,0.1
4813,13758.5,-1.6306,0.211565,11.3708,0.1
4814,13761.1,-1.6116,0.21019,11.6289,0.1
4815,13763.7,-1.5924,0.208987,11.4601,0.1
4816,13766.1,-1.5531,0.197793,11.4614,0.1
4817,13768.4,-1.5331,0.20428,11.4338,0.1
4818,13770.7,-1.5124,0.202686,11.4965,0.1
4819,13772.9,-1.4918,0.201412,11.4368,0.1
4820,13775.1,-1.4705,0.199737,11.4673,0.1
4821,13777.2,-1.4491,0.198282,11.4397,0.1
4822,13779.2,-1.4051,0.185544,11.4339,0.1
4823,13781.1,-1.3825,0.192535,11.4661,0.1
4824,13782.8,-1.3135,0.167732,11.439,0.1
4825,13784.3,-1.2166,0.147491,11.5715,0.1
4826,13785.4,-1.0644,0.110683,11.6657,0.1
4827,13786.5,-1.0382,0.158982,11.4916,0.1
4828,13787.5,-0.9857,0.143705,11.5259,0.1
4829,13788.3,-0.9053,0.124957,11.51,0.1
4830,13789,-0.8222,0.115978,11.5601,0.1
4831,13789.5,-0.7089,0.0929229,11.5417,0.1
4832,13789.9,-0.6229,0.0955543,11.4417,0.1
4833,13790.1,-0.5356,0.0865721,11.5883,0.1
4834,13790.4,-0.5062,0.107045,11.6136,0.1
4835,13790.6,-0.4175,0.074664,11.5468,0.1
4836,13790.7,-0.3878,0.0954879,11.4837,0.1
4837,13790.8,-0.328,0.0776319,11.5284,0.1
4838,13790.9,-0.2977,0.0865507,11.57,0.1
4839,13791,-0.2675,0.0837045,11.5629,0.1
4840,13791,-0.1761,0.0501725,11.4577,0.1
4841,13791,-0.1449,0.071205,11.6705,0.1
4842,13791,-0.0527,0.0376113,11.3752,0.1
4843,13791,0.0095,0.0433866,11.4286,0.1
4844,13791.1,0.1034,0.0212649,11.5889,0.1
4845,13791.1,0.1969,0.0119764,11.3572,0.1
4846,13791.1,0.2284,0.0335122,11.5839,0.1
4847,13791.2,0.2593,0.0305326,11.4048,0.1
4848,13791.3,0.3541,-0.0046845,11.5959,0.1
4849,13791.5,0.4494,-0.0146392,11.6048,0.1
4850,13791.8,0.5127,-0.00842555,11.4922,0.1
4851,13792.2,0.6068,-0.0304589,11.5697,0.1
4852,13792.7,0.7003,-0.0399191,11.5016,0.1
4853,13793.2,0.7317,-0.0185849,11.6194,0.1
4854,13793.9,0.8552,-0.0682025,11.6555,0.1
4855,13794.7,0.8854,-0.0343452,11.3886,0.1
4856,13795.7,0.9766,-0.0683535,11.6573,0.1
4857,13796.8,1.0665,-0.0773568,11.4891,0.1
4858,13798,1.0965,-0.056945,11.5711,0.1
4859,13799.3,1.1555,-0.0750228,11.551,0.1
4860,13800.9,1.2435,-0.0960445,11.5378,0.1
4861,13802.5,1.2725,-0.0759808,11.467,0.1
4862,13804.3,1.3298,-0.0936957,11.467,0.1
4863,13806.1,1.3583,-0.0857048,11.5035,0.1
4864,13808,1.3866,-0.0891481,11.4558,0.1
4865,13810,1.4148,-0.0926355,11.5161,0.1
4866,13812.3,1.4984,-0.123905,11.432,0.1
4867,13814.6,1.5259,-0.104978,11.4737,0.1
4868,13817.1,1.5804,-0.122018,11.5454,0.1
4869,13819.9,1.6606,-0.141148,11.57,0.1
4870,13822.9,1.7389,-0.149088,11.5184,0.1
4871,13826,1.7648,-0.1316,11.5641,0.1
4872,13829.2,1.7901,-0.134785,11.5254,0.1
4873,13832.5,1.8153,-0.138173,11.5155,0.1
4874,13836,1.8648,-0.153775,11.4465,0.1
4875,13839.6,1.8892,-0.14712,11.4777,0.1
4876,13843.2,1.9134,-0.150416,11.4742,0.1
4877,13847,1.9374,-0.153705,11.5382,0.1
4878,13850.8,1.9612,-0.156986,11.5318,0.1
4879,13854.8,1.9844,-0.160058,11.4461,0.1
4880,13859,2.0535,-0.186355,11.5827,0.1
4881,13863.5,2.12,-0.193025,11.5125,0.1
4882,13868.1,2.1417,-0.178346,11.493,0.1
4883,13872.7,2.1628,-0.181297,11.5182,0.1
4884,13877.6,2.2041,-0.194609,11.4394,0.1
4885,13882.5,2.2246,-0.189451,11.5394,0.1
4886,13887.6,2.2444,-0.192273,11.5173,0.1
4887,13892.9,2.3025,-0.214555,11.5109,0.1
4888,13898.4,2.3575,-0.219993,11.4619,0.1
4889,13904.2,2.3924,-0.21664,11.485,0.1
4890,13910,2.4093,-0.212334,11.4882,0.1
4891,13915.9,2.4257,-0.214987,11.5305,0.1
4892,13921.8,2.442,-0.217798,11.5286,0.1
4893,13927.9,2.4731,-0.228065,11.4709,0.1
4894,13934.3,2.517,-0.238833,11.4135,0.1
4895,13940.7,2.5311,-0.229589,11.5201,0.1
4896,13947.2,2.5577,-0.238528,11.6363,0.1
4897,13953.9,2.5946,-0.247635,11.4532,0.1
4898,13960.9,2.6285,-0.251139,11.4818,0.1
4899,13967.9,2.6584,-0.253858,11.4295,0.1
4900,13975.1,2.6847,-0.256391,11.383,0.1
4901,13982.4,2.6925,-0.251117,11.4528,0.1
4902,13989.7,2.7071,-0.256651,11.4294,0.1
4903,13997.1,2.7139,-0.255567,11.4264,0.1
4904,14004.5,2.72,-0.257257,11.4678,0.1
4905,14011.9,2.726,-0.25918,11.4753,0.1
4906,14019.5,2.7619,-0.276111,11.3974,0.1
4907,14027.1,2.7602,-0.262282,11.4428,0.1
4908,14034.8,2.7582,-0.263341,11.4513,0.1
4909,14042.3,2.7527,-0.262767,11.5325,0.1
4910,14049.9,2.7493,-0.264642,11.4437,0.1
4911,14057.4,2.7414,-0.263422,11.4559,0.1
4912,14064.9,2.737,-0.265751,11.4833,0.1
4913,14072.4,2.7319,-0.266327,11.5111,0.1
4914,14079.8,2.7267,-0.26713,11.5417,0.1
4915,14087.2,2.7208,-0.267621,11.4534,0.1
4916,14094.5,2.708,-0.264935,11.4782,0.1
4917,14101.8,2.7013,-0.268055,11.478,0.1
4918,14109.1,2.6942,-0.268532,11.4098,0.1
4919,14116.3,2.6872,-0.269216,11.4012,0.1
4920,14123.5,2.6798,-0.269656,11.4718,0.1
4921,14130.6,2.6726,-0.270352,11.3996,0.1
4922,14137.7,2.6651,-0.270815,11.429,0.1
4923,14144.8,2.6502,-0.26769,11.5045,0.1
4924,14151.7,2.6429,-0.271321,11.495,0.1
4925,14158.7,2.6356,-0.271909,11.3863,0.1
4926,14165.6,2.6216,-0.26914,11.4034,0.1
4927,14172.4,2.6054,-0.267942,11.5781,0.1
4928,14179.1,2.5946,-0.27032,11.6622,0.1
4929,14185.8,2.5843,-0.270782,11.4187,0.1
4930,14192.4,2.5774,-0.272741,11.5091,0.1
4931,14199,2.5734,-0.274787,11.3701,0.1
4932,14205.6,2.5724,-0.277174,11.3703,0.1
4933,14212.3,2.5721,-0.27871,11.6213,0.1
4934,14218.9,2.5684,-0.278264,11.4422,0.1
4935,14225.4,2.5639,-0.278776,11.326,0.1
4936,14232,2.5537,-0.276753,11.6827,0.1
4937,14238.5,2.5494,-0.279957,11.4443,0.1
4938,14244.9,2.5398,-0.278147,11.4816,0.1
4939,14251.3,2.5225,-0.274598,11.4761,0.1
4940,14257.6,2.5156,-0.279326,11.5186,0.1
4941,14263.9,2.5087,-0.279891,11.4798,0.1
4942,14270.1,2.501,-0.280051,11.4774,0.1
4943,14276.4,2.4932,-0.280478,11.5027,0.1
4944,14282.4,2.4665,-0.271481,11.4503,0.1
4945,14288.4,2.4469,-0.273584,11.4056,0.1
4946,14294.3,2.4144,-0.266382,11.5665,0.1
4947,14300,2.4028,-0.274783,11.5115,0.1
4948,14305.7,2.391,-0.274718,11.5598,0.1
4949,14311.4,2.3785,-0.274378,11.5403,0.1
4950,14317,2.3659,-0.274261,11.5334,0.1
4951,14322.5,2.3528,-0.273927,11.4727,0.1
4952,14328,2.3395,-0.273687,11.5034,0.1
4953,14333.2,2.2815,-0.251148,11.5876,0.1
4954,14338.4,2.2663,-0.267881,11.3491,0.1
4955,14343.4,2.2505,-0.267186,11.5918,0.1
4956,14348.3,2.218,-0.258365,11.5832,0.1
4957,14353.2,2.2012,-0.264066,11.3989,0.1
4958,14358,2.1838,-0.263177,11.636,0.1
4959,14362.6,2.1483,-0.253462,11.5685,0.1
4960,14367.1,2.13,-0.259577,11.4983,0.1
4961,14371.6,2.1115,-0.258702,11.4684,0.1
4962,14375.9,2.0924,-0.257599,11.5425,0.1
4963,14380.2,2.0732,-0.256675,11.4789,0.1
4964,14384.5,2.0534,-0.255482,11.512,0.1
4965,14388.6,2.0335,-0.254469,11.5029,0.1
4966,14392.6,2.0128,-0.253085,11.5803,0.1
4967,14396.5,1.9706,-0.24125,11.5762,0.1
4968,14400.3,1.949,-0.248305,11.5889,0.1
4969,14404,1.927,-0.246908,11.5882,0.1
4970,14407.7,1.9048,-0.245561,11.594,0.1
4971,14411.2,1.882,-0.243982,11.5912,0.1
4972,14414.6,1.8357,-0.23087,11.516,0.1
4973,14417.9,1.8119,-0.238396,11.6722,0.1
4974,14421.1,1.7882,-0.23696,11.4313,0.1
4975,14424.2,1.7637,-0.235071,11.6817,0.1
4976,14427.2,1.7392,-0.233491,11.5109,0.1
4977,14430.1,1.7142,-0.231648,11.6108,0.1
4978,14432.9,1.6635,-0.21713,11.6308,0.1
4979,14435.6,1.638,-0.225479,11.4076,0.1
4980,14438.2,1.6117,-0.223335,11.6493,0.1
4981,14440.7,1.5856,-0.221598,11.3936,0.1
4982,14443,1.532,-0.206004,11.4338,0.1
4983,14445.3,1.5044,-0.214396,11.6857,0.1
4984,14447.5,1.4771,-0.212524,11.431,0.1
4985,14449.6,1.449,-0.210119,11.6863,0.1
4986,14451.5,1.3922,-0.193655,11.7404,0.1
4987,14453.4,1.3635,-0.202707,11.5388,0.1
4988,14455.2,1.3345,-0.200354,11.6516,0.1
4989,14456.9,1.3053,-0.198007,11.5667,0.1
4990,14458.5,1.2761,-0.195725,11.5229,0.1
4991,14460,1.2167,-0.178313,11.5042,0.1
4992,14461.4,1.1865,-0.187566,11.5637,0.1
4993,14462.7,1.1562,-0.185074,11.5588,0.1
4994,14464,1.1255,-0.182407,11.6068,0.1
4995,14465.1,1.0634,-0.164169,11.6314,0.1
4996,14466.2,1.0321,-0.173875,11.6414,0.1
4997,14467.2,1.0007,-0.171195,11.5906,0.1
4998,14468.1,0.9375,-0.152624,11.5623,0.1
4999,14468.9,0.9055,-0.162357,11.5868,0.1
5000,14469.6,0.8732,-0.159443,11.6197,0.1
5001,14470.4,0.8409,-0.156634,11.6196,0.1
5002,14471,0.8086,-0.153808,11.5277,0.1
5003,14471.6,0.7435,-0.13455,11.4256,0.1
5004,14472.1,0.7102,-0.144295,11.7064,0.1
5005,14472.5,0.6774,-0.141554,11.5108,0.1
5006,14472.9,0.6106,-0.121579,11.53,0.1
5007,14473.2,0.5769,-0.131737,11.6625,0.1
5008,14473.5,0.4765,-0.0952556,11.4278,0.1
5009,14473.7,0.4432,-0.118987,11.6669,0.1
5010,14473.8,0.3836,-0.102699,11.743,0.1
5011,14473.9,0.3575,-0.113668,11.4923,0.1
5012,14474,0.3334,-0.112224,11.7832,0.1
5013,14474.1,0.3128,-0.111721,11.5386,0.1
5014,14474.2,0.2792,-0.1033,11.6488,0.1
5015,14474.3,0.2361,-0.0953085,11.7083,0.1
5016,14474.3,0.216,-0.102606,11.5259,0.1
5017,14474.3,0.1625,-0.0839777,11.5959,0.1
5018,14474.4,0.1014,-0.0748784,11.5305,0.1
5019,14474.4,0.0862,-0.0917615,11.5887,0.1
5020,14474.4,0.0404,-0.0749617,11.6214,0.1
5021,14474.4,-0.0222,-0.0619706,11.5575,0.1
5022,14474.4,-0.0382,-0.0789915,11.5952,0.1
5023,14474.4,-0.0542,-0.0773644,11.6467,0.1
5024,14474.4,-0.0703,-0.0756793,11.623,0.1
5025,14474.4,-0.0865,-0.073976,11.6108,0.1
5026,14474.4,-0.1188,-0.0642466,11.6044,0.1
5027,14474.4,-0.1352,-0.068899,11.6347,0.1
5028,14474.4,-0.1516,-0.0671832,11.633,0.1
5029,14474.5,-0.168,-0.0654592,11.5588,0.1
5030,14474.5,-0.1844,-0.063727,11.6062,0.1
5031,14474.5,-0.201,-0.0618865,11.5957,0.1
5032,14474.6,-0.2508,-0.0435011,11.6262,0.1
5033,14474.7,-0.2842,-0.046579,11.5434,0.1
5034,14474.8,-0.301,-0.0513885,11.6081,0.1
5035,14474.9,-0.3176,-0.0496497,11.5322,0.1
5036,14475,-0.3511,-0.0393642,11.5011,0.1
5037,14475.2,-0.4018,-0.0272133,11.6308,0.1
5038,14475.4,-0.4699,-0.0132083,11.5384,0.1
5039,14475.6,-0.5036,-0.0233465,11.6193,0.1
5040,14476,-0.5699,-0.0033916,11.5547,0.1
5041,14476.3,-0.5864,-0.0213684,11.5513,0.1
5042,14476.7,-0.6028,-0.019467,11.5929,0.1
5043,14477.1,-0.6356,-0.0093092,11.5896,0.1
5044,14477.5,-0.6853,0.00276345,11.674,0.1
5045,14478.1,-0.7345,0.0078507,11.6378,0.1
5046,14478.7,-0.7832,0.0129123,11.6155,0.1
5047,14479.4,-0.8463,0.0254055,11.5761,0.1
5048,14480.2,-0.8928,0.0238619,11.5322,0.1
5049,14481.1,-0.9384,0.0285311,11.6069,0.1
5050,14482,-0.968,0.0255751,11.5382,0.1
5051,14483,-1.0119,0.036191,11.6396,0.1
5052,14484.2,-1.0552,0.0408086,11.5842,0.1
5053,14485.3,-1.0695,0.0311734,11.6457,0.1
5054,14486.6,-1.1251,0.0538159,11.6035,0.1
5055,14487.9,-1.1657,0.0524588,11.5598,0.1
5056,14489.4,-1.2049,0.0564212,11.5762,0.1
5057,14490.9,-1.2303,0.0540564,11.5542,0.1
5058,14492.4,-1.2428,0.0507678,11.5079,0.1
5059,14494.1,-1.2795,0.0647575,11.5674,0.1
5060,14495.8,-1.3035,0.0627293,11.6262,0.1
5061,14497.6,-1.3385,0.0712985,11.4931,0.1
5062,14499.4,-1.3497,0.0635734,11.5209,0.1
5063,14501.2,-1.3608,0.0653238,11.5336,0.1
5064,14503.2,-1.3934,0.0778805,11.6008,0.1
5065,14505.2,-1.4347,0.0862078,11.545,0.1
5066,14507.4,-1.4639,0.0850198,11.5836,0.1
5067,14509.6,-1.4732,0.0787264,11.5236,0.1
5068,14511.8,-1.5087,0.0935107,11.5744,0.1
5069,14514.2,-1.5334,0.0924274,11.5221,0.1
5070,14516.6,-1.5562,0.0947255,11.5653,0.1
5071,14519.1,-1.5774,0.0969942,11.5992,0.1
5072,14521.6,-1.584,0.0926062,11.6236,0.1
5073,14524.1,-1.5905,0.0940115,11.6269,0.1
5074,14526.7,-1.6029,0.0984129,11.5772,0.1
5075,14529.3,-1.6087,0.0971573,11.5648,0.1
5076,14531.9,-1.6252,0.1039,11.5214,0.1
5077,14534.6,-1.6352,0.103117,11.5026,0.1
5078,14537.3,-1.6486,0.106642,11.5659,0.1
5079,14540.1,-1.6527,0.104158,11.5978,0.1
5080,14542.8,-1.6602,0.107098,11.6907,0.1
5081,14545.6,-1.6635,0.10658,11.5209,0.1
5082,14548.4,-1.6728,0.110746,11.6134,0.1
5083,14551.1,-1.6496,0.0962512,11.6132,0.1
5084,14553.8,-1.6339,0.0984981,11.5563,0.1
5085,14555.9,-1.4653,0.0212108,11.5594,0.1
5086,14557.8,-1.3694,0.0413855,11.5991,0.1
5087,14559.5,-1.3207,0.0560558,11.5982,0.1
5088,14561.1,-1.2723,0.051972,11.5416,0.1
5089,14562.6,-1.2236,0.0475938,11.594,0.1
5090,14563.8,-1.0775,-0.0054375,11.5307,0.1
5091,14564.6,-0.8815,-0.0445567,11.5961,0.1
5092,14565.1,-0.7345,-0.0392895,11.6131,0.1
5093,14565.5,-0.5902,-0.0523444,11.5672,0.1
5094,14565.8,-0.5423,-0.0183032,11.6234,0.1
5095,14566,-0.4472,-0.0464696,11.5282,0.1
5096,14566.1,-0.3996,-0.0320298,11.6042,0.1
5097,14566.2,-0.3519,-0.0366639,11.6539,0.1
5098,14566.3,-0.304,-0.0413819,11.6856,0.1
5099,14566.4,-0.2567,-0.0457435,11.5711,0.1
5100,14566.4,-0.1616,-0.0742927,11.6123,0.1
5101,14566.4,-0.1145,-0.0597455,11.5562,0.1
5102,14566.5,-0.0675,-0.0643717,11.5947,0.1
5103,14566.5,0.0266,-0.092635,11.6168,0.1
5104,14566.5,0.1666,-0.125078,11.6111,0.1
5105,14566.5,0.2127,-0.0922347,11.5596,0.1
5106,14566.6,0.2585,-0.0968239,11.5544,0.1
5107,14566.8,0.4402,-0.169574,11.5617,0.1
5108,14567.1,0.5753,-0.164732,11.6199,0.1
5109,14567.5,0.6196,-0.133151,11.5622,0.1
5110,14567.9,0.6636,-0.137763,11.6103,0.1
5111,14568.4,0.7073,-0.142367,11.5571,0.1
5112,14569.1,0.7942,-0.168734,11.5979,0.1
5113,14569.8,0.8372,-0.155893,11.5773,0.1
5114,14570.5,0.8798,-0.160433,11.5463,0.1
5115,14571.4,0.9223,-0.165104,11.6149,0.1
5116,14572.3,0.9645,-0.169686,11.56,0.1
5117,14573.4,1.0481,-0.19513,11.586,0.1
5118,14574.6,1.0893,-0.182835,11.5762,0.1
5119,14575.9,1.1302,-0.18737,11.5491,0.1
5120,14577.5,1.2512,-0.232135,11.5876,0.1
5121,14579.2,1.3308,-0.224201,11.6298,0.1
5122,14581.1,1.3702,-0.212746,11.6379,0.1
5123,14583.1,1.4089,-0.21704,11.6296,0.1
5124,14585.2,1.4473,-0.221484,11.622,0.1
5125,14587.5,1.5227,-0.244585,11.5329,0.1
5126,14589.9,1.5599,-0.233805,11.6028,0.1
5127,14592.5,1.5966,-0.238074,11.5327,0.1
5128,14595.2,1.6329,-0.24236,11.5732,0.1
5129,14597.9,1.6687,-0.246574,11.487,0.1
5130,14600.8,1.7041,-0.250806,11.5303,0.1
5131,14604,1.7741,-0.272533,11.6182,0.1
5132,14607.3,1.8086,-0.262688,11.6153,0.1
5133,14610.7,1.8424,-0.266709,11.6112,0.1
5134,14614.2,1.876,-0.270927,11.5838,0.1
5135,14617.9,1.9412,-0.291058,11.5268,0.1
5136,14621.8,1.9732,-0.281964,11.5987,0.1
5137,14626,2.0355,-0.301332,11.5697,0.1
5138,14630.2,2.0661,-0.292745,11.5431,0.1
5139,14634.6,2.096,-0.296503,11.6029,0.1
5140,14639.2,2.1256,-0.300406,11.5866,0.1
5141,14643.8,2.1542,-0.303943,11.5158,0.1
5142,14648.6,2.1827,-0.307844,11.536,0.1
5143,14653.6,2.2382,-0.325313,11.5818,0.1
5144,14658.7,2.2649,-0.317596,11.5058,0.1
5145,14664,2.2914,-0.321311,11.5322,0.1
5146,14669.4,2.3428,-0.337583,11.5968,0.1
5147,14675,2.3676,-0.330607,11.6126,0.1
5148,14680.8,2.3921,-0.334133,11.6357,0.1
5149,14686.6,2.4156,-0.33729,11.5742,0.1
5150,14692.6,2.4388,-0.34071,11.5169,0.1
5151,14698.7,2.4834,-0.354972,11.5305,0.1
5152,14705,2.5046,-0.348984,11.5678,0.1
5153,14711.4,2.5256,-0.352267,11.5611,0.1
5154,14717.8,2.5455,-0.355089,11.5234,0.1
5155,14724.5,2.584,-0.367671,11.5372,0.1
5156,14731.3,2.6025,-0.362823,11.4516,0.1
5157,14738.2,2.6201,-0.365533,11.5009,0.1
5158,14745.2,2.6539,-0.37672,11.5904,0.1
5159,14752.3,2.6701,-0.372635,11.598,0.1
5160,14759.5,2.6854,-0.375147,11.5931,0.1
5161,14766.8,2.7003,-0.377828,11.5927,0.1
5162,14774.3,2.7279,-0.387032,11.5335,0.1
5163,14781.8,2.7407,-0.383762,11.5314,0.1
5164,14789.5,2.7756,-0.39748,11.4496,0.1
5165,14797.3,2.7957,-0.394968,11.4865,0.1
5166,14805.3,2.8206,-0.400788,11.4787,0.1
5167,14813.3,2.8401,-0.401998,11.5362,0.1
5168,14821.5,2.8537,-0.402425,11.5213,0.1
5169,14829.7,2.8597,-0.401415,11.5684,0.1
