step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:,sim_throttle:
1,0.577296,0.7598,-40.2093,0,0.5,0
2,1.15459,0.7598,-0.320392,0.438,0.5,0
3,1.73189,0.7598,-0.321031,1.314,0.5,0.5
4,2.30918,0.7598,-0.321669,1.752,0.5,0.5
5,2.88648,0.7598,-0.322307,2.628,0.5,0.5
6,3.46378,0.7598,-0.322945,3.066,0.5,0.5
7,4.04107,0.7598,-0.323584,3.942,0.5,0.5
8,4.61837,0.7598,-0.324222,4.38,0.5,0.5
9,5.19566,0.7598,-0.32486,4.818,0.5,0.5
10,5.77296,0.7598,-0.325498,6.132,0.5,0.5
11,6.34995,0.7596,-0.315552,4.8734,0.5,0.5
12,6.92558,0.7587,-0.279062,0.6113,0.5,0.5
13,7.49938,0.7575,-0.263444,1.6847,0.5,0.5
14,8.07122,0.7562,-0.258283,1.635,0.5,0.5
15,8.64231,0.7557,-0.300708,1.4381,0.5,0.5
16,9.21097,0.7541,-0.242919,0.9032,0.5,0.5
17,9.77678,0.7522,-0.227003,0.9764,0.5,0.5
18,10.3415,0.7515,-0.290341,1.0337,0.5,0.5
19,10.9031,0.7494,-0.216588,1.1373,0.5,0.5
20,11.4605,0.7466,-0.179289,1.3357,0.5,0.5
21,12.0166,0.7457,-0.279288,1.3681,0.5,0.5
22,12.5691,0.7433,-0.200154,1.543,0.5,0.5
23,13.0882,0.7205,0.879817,2.5973,0.5,0.5
24,13.0967,0.0919,32.9483,11.0936,0.5,0.5
25,13.1029,0.0791,0.624061,11.1013,0.5,0.5
26,13.1076,0.0686,0.507664,11.0857,0.5,0.5
27,13.1113,0.0609,0.363846,11.0915,0.5,0.5
28,13.1144,0.0556,0.240026,11.1434,0.5,0.5
29,13.1171,0.0514,0.183997,11.2306,0.5,0.5
30,13.119,0.0438,0.365652,11.3517,0.5,0.5
31,13.1206,0.0401,0.162422,11.6936,0.5,0.5
32,13.122,0.0375,0.105733,11.2433,0.5,0.5
33,13.1232,0.0345,0.127964,11.7221,0.5,0.5
34,13.1242,0.0312,0.145073,11.8231,0.5,0.5
35,13.1249,0.0278,0.151728,11.7087,0.5,0.5
36,13.1254,0.0213,0.31719,12.2165,0.5,0.5
37,13.1257,0.0184,0.129393,11.9762,0.5,0.5
38,13.126,0.0167,0.0670926,12.2172,0.5,0.5
39,13.1262,0.015,0.067794,12.381,0.5,0.5
40,13.1264,0.0128,0.0949573,12.3411,0.5,0.5
41,13.1265,0.0105,0.101164,12.5491,0.5,0.5
42,13.1266,0.0082,0.102124,12.6794,0.5,0.5
43,13.1266,0.006,0.0977925,12.4764,0.5,0.5
44,13.1266,0.0039,0.0934213,12.9205,0.5,0.5
45,13.1266,0.0021,0.0784255,12.8376,0.5,0.5
46,13.1266,0.0002,0.0844733,13.014,0.5,0.5
47,13.1266,-0.0014,0.0693965,12.9851,0.5,0.5
48,13.1266,-0.003,0.070071,13.4112,0.5,0.5
49,13.1267,-0.0073,0.213633,13.3465,0.5,0.5
50,13.1268,-0.0103,0.146652,13.7288,0.5,0.5
51,13.1269,-0.0065,-0.211939,13.999,0.5,0.5
52,13.1269,0.0023,-0.478137,14.3752,0.5,0.5
53,13.1269,0.0038,-0.0955198,14.3461,0.5,0.5
54,13.1269,-0.0005,0.210787,14.3928,0.5,0.5
55,13.127,-0.0118,0.583042,14.8067,0.5,0.5
56,13.1272,-0.0139,0.100936,14.8887,0.5,0.5
57,13.1272,0.0039,-0.951293,15.1776,0.5,0.5
58,13.128,0.0284,-1.31336,15.1892,0.5,0.5
59,13.1297,0.0412,-0.704518,15.245,0.5,0.5
60,13.1303,0.025,0.824765,15.3918,0.5,0.5
61,13.1303,-0.0012,1.36077,15.4768,0.5,0.5
62,13.1318,-0.0381,1.93805,15.1314,0.5,0.5
63,13.1356,-0.0613,1.2286,15.3433,0.5,0.5
64,13.1398,-0.0652,0.217039,15.1932,0.5,0.5
65,13.1436,-0.0612,-0.19934,15.2376,0.5,0.5
66,13.1457,-0.046,-0.793685,15.3311,0.5,0.5
67,13.1472,-0.0394,-0.344924,15.6107,0.5,0.5
68,13.1501,-0.0536,0.753085,15.6564,0.5,0.5
69,13.1572,-0.0842,1.62701,15.8304,0.5,0.5
70,13.1685,-0.1066,1.20601,15.831,0.5,0.5
71,13.1795,-0.1047,-0.0704549,15.7543,0.5,0.5
72,13.187,-0.0865,-0.933776,15.8019,0.5,0.5
73,13.191,-0.063,-1.22184,16.1092,0.5,0.5
74,13.1939,-0.0543,-0.448452,15.9854,0.5,0.5
75,13.1982,-0.0658,0.616934,16.0564,0.5,0.5
76,13.2076,-0.0969,1.65908,16.1133,0.5,0.5
77,13.224,-0.1279,1.66695,16.2404,0.5,0.5
78,13.2403,-0.1276,0.0236856,16.1162,0.5,0.5
79,13.2506,-0.1015,-1.34169,16.1476,0.5,0.5
80,13.2557,-0.0714,-1.56427,16.2558,0.5,0.5
81,13.2587,-0.0552,-0.841281,16.1837,0.5,0.5
82,13.2621,-0.0582,0.168028,16.371,0.5,0.5
83,13.27,-0.0888,1.62995,16.1495,0.5,0.5
84,13.2845,-0.1206,1.70641,16.5542,0.5,0.5
85,13.3009,-0.1279,0.423335,16.3752,0.5,0.5
86,13.3198,-0.1375,0.548233,16.5019,0.5,0.5
87,13.3358,-0.1266,-0.532489,16.3714,0.5,0.5
88,13.3443,-0.0923,-1.77532,16.8322,0.5,0.5
89,13.3477,-0.058,-1.78967,16.5744,0.5,0.5
90,13.3492,-0.039,-0.994372,16.8166,0.5,0.5
91,13.3505,-0.0358,-0.166186,16.5224,0.5,0.5
