step:,cumulative_err:,CTE:,Steering:,Speed:,throttle:,sim_throttle:
1,0.5776,0.76,-3.2227,0,0.3,0
2,1.1552,0.76,-0.183008,0,0.3,0
3,1.73265,0.7599,-0.182888,0.0291,0.3,0.3
4,2.30994,0.7598,-0.183168,0.1556,0.3,0.3
5,2.88694,0.7596,-0.183024,0.2659,0.3,0.3
6,3.46302,0.759,-0.181583,0.5045,0.3,0.3
7,4.03773,0.7581,-0.180471,0.6947,0.3,0.3
8,4.61063,0.7569,-0.179285,0.9302,0.3,0.3
9,5.18126,0.7554,-0.178027,1.1355,0.3,0.3
10,5.74902,0.7535,-0.176273,1.3473,0.3,0.3
11,6.31362,0.7514,-0.175269,1.5501,0.3,0.3
12,6.87702,0.7506,-0.180578,1.5978,0.3,0.3
13,7.43922,0.7498,-0.180686,1.6746,0.3,0.3
14,7.99738,0.7471,-0.172736,1.9046,0.3,0.3
15,8.55092,0.744,-0.17069,2.0765,0.3,0.3
16,9.10297,0.743,-0.179147,2.1613,0.3,0.3
17,9.64968,0.7394,-0.168179,2.3675,0.3,0.3
18,10.1905,0.7354,-0.165913,2.5615,0.3,0.3
19,10.7292,0.734,-0.176271,2.6371,0.3,0.3
20,11.2614,0.7295,-0.163083,2.8419,0.3,0.3
21,11.7913,0.7279,-0.17459,2.9111,0.3,0.3
22,12.3188,0.7263,-0.174496,2.9874,0.3,0.3
23,12.8385,0.7209,-0.158289,3.2035,0.3,0.3
24,13.3495,0.7149,-0.154735,3.3989,0.3,0.3
25,13.8517,0.7086,-0.152306,3.5942,0.3,0.3
26,14.3443,0.7019,-0.149379,3.7956,0.3,0.3
27,14.8304,0.6972,-0.15653,3.9267,0.3,0.3
28,15.3061,0.6897,-0.143806,4.1174,0.3,0.3
29,15.7705,0.6815,-0.13931,4.3114,0.3,0.3
30,16.2232,0.6728,-0.135491,4.5032,0.3,0.3
31,16.6718,0.6698,-0.157839,4.5669,0.3,0.3
32,17.1163,0.6667,-0.156962,4.6305,0.3,0.3
33,17.5566,0.6635,-0.156059,4.6937,0.3,0.3
34,17.9881,0.6569,-0.141138,4.8199,0.3,0.3
35,18.4055,0.6461,-0.122004,5.0085,0.3,0.3
36,18.8182,0.6424,-0.149773,5.0713,0.3,0.3
37,19.2166,0.6312,-0.117338,5.2589,0.3,0.3
38,19.6051,0.6233,-0.128891,5.3826,0.3,0.3
39,19.9836,0.6152,-0.126393,5.5066,0.3,0.3
40,20.3518,0.6068,-0.12342,5.6297,0.3,0.3
41,20.7148,0.6025,-0.139029,5.6912,0.3,0.3
42,21.0672,0.5936,-0.11873,5.8136,0.3,0.3
43,21.4086,0.5843,-0.115132,5.9353,0.3,0.3
44,21.7331,0.5697,-0.090656,6.1174,0.3,0.3
45,22.052,0.5647,-0.128082,6.1779,0.3,0.3
46,22.3488,0.5448,-0.0639238,6.4186,0.3,0.3
47,22.6281,0.5285,-0.0746232,6.5967,0.3,0.3
48,22.9017,0.523,-0.116712,6.6562,0.3,0.3
49,23.1532,0.5015,-0.047753,6.8928,0.3,0.3
50,23.39,0.4867,-0.0711957,7.0679,0.3,0.3
51,23.6198,0.4793,-0.0992114,7.1846,0.3,0.3
52,23.8455,0.4751,-0.111193,7.3009,0.3,0.3
53,24.0596,0.4627,-0.0756026,7.4738,0.3,0.3
54,24.2626,0.4506,-0.0740788,7.5885,0.3,0.3
55,24.4607,0.4451,-0.0993368,7.6459,0.3,0.3
56,24.6502,0.4353,-0.079959,7.7605,0.3,0.3
57,24.8397,0.4353,-0.119333,7.7605,0.3,0.3
58,25.0181,0.4224,-0.064806,7.9312,0.3,0.3
59,25.1826,0.4055,-0.0449122,8.1558,0.3,0.3
60,25.3377,0.3939,-0.0634858,8.3242,0.3,0.3
61,25.49,0.3902,-0.0943539,8.38,0.3,0.3
62,25.6393,0.3865,-0.0936205,8.4358,0.3,0.3
63,25.7858,0.3827,-0.0924616,8.4911,0.3,0.3
64,25.9292,0.3787,-0.090853,8.5465,0.3,0.3
65,26.0695,0.3745,-0.0891948,8.6017,0.3,0.3
66,26.2034,0.3659,-0.0696772,8.7121,0.3,0.3
67,26.334,0.3614,-0.0851418,8.7671,0.3,0.3
68,26.4549,0.3478,-0.0456169,8.9317,0.3,0.3
69,26.5726,0.3431,-0.0802261,8.9862,0.3,0.3
70,26.6872,0.3385,-0.0796575,9.0407,0.3,0.3
71,26.7987,0.3338,-0.078263,9.095,0.3,0.3
72,26.9068,0.3289,-0.0764186,9.1492,0.3,0.3
73,27.0118,0.324,-0.0753722,9.2033,0.3,0.3
74,27.1103,0.3138,-0.0518497,9.3112,0.3,0.3
75,27.2054,0.3085,-0.0703011,9.365,0.3,0.3
76,27.2974,0.3033,-0.0695744,9.4188,0.3,0.3
77,27.3862,0.298,-0.0680216,9.4723,0.3,0.3
78,27.4719,0.2926,-0.0664427,9.5258,0.3,0.3
79,27.5512,0.2816,-0.0415153,9.6324,0.3,0.3
80,27.6273,0.276,-0.0618817,9.6856,0.3,0.3
81,27.7004,0.2704,-0.0606459,9.7386,0.3,0.3
82,27.7706,0.2648,-0.0594078,9.7916,0.3,0.3
83,27.8347,0.2532,-0.0327251,9.8971,0.3,0.3
84,27.8958,0.2473,-0.054208,9.9497,0.3,0.3
85,27.9487,0.2299,-0.00412396,10.1068,0.3,0.3
86,27.9989,0.224,-0.0487976,10.1589,0.3,0.3
87,28.0465,0.2182,-0.0478928,10.2107,0.3,0.3
88,28.0866,0.2004,0.004299,10.3661,0.3,0.3
89,28.122,0.188,-0.0144002,10.4692,0.3,0.3
90,28.1551,0.182,-0.038633,10.5203,0.3,0.3
91,28.1861,0.176,-0.0372634,10.5715,0.3,0.3
92,28.2149,0.1699,-0.0354674,10.6227,0.3,0.3
93,28.2417,0.1637,-0.0336448,10.6738,0.3,0.3
94,28.2646,0.1512,-0.00550532,10.7756,0.3,0.3
95,28.2856,0.1449,-0.0288513,10.8264,0.3,0.3
96,28.3048,0.1386,-0.0273947,10.877,0.3,0.3
97,28.3207,0.126,0.00077888,10.978,0.3,0.3
98,28.335,0.1196,-0.022533,11.0284,0.3,0.3
99,28.3478,0.1133,-0.0214663,11.0785,0.3,0.3
100,28.3579,0.1006,0.00714148,11.1787,0.3,0.3
101,28.3668,0.0942,-0.0165602,11.2286,0.3,0.3
102,28.3745,0.0879,-0.0154834,11.3054,0.3,0.3
103,28.3785,0.0627,0.0661396,11.4535,0.3,0.3
104,28.3816,0.0562,-0.00712292,11.6166,0.3,0.3
105,28.3842,0.0503,-0.00812704,11.3289,0.3,0.3
106,28.3861,0.0442,-0.00588072,11.7398,0.3,0.3
107,28.3868,0.026,0.0468769,11.4498,0.3,0.3
108,28.3869,0.0075,0.0525139,11.9153,0.3,0.3
109,28.3869,-0.0093,0.0497496,11.9926,0.3,0.3
110,28.3871,-0.0145,0.0046034,11.9566,0.3,0.3
111,28.388,-0.0292,0.0461431,12.1439,0.3,0.3
112,28.3892,-0.034,0.00770868,12.2208,0.3,0.3
113,28.391,-0.0433,0.027958,12.431,0.3,0.3
114,28.3938,-0.0527,0.0306351,12.4125,0.3,0.3
115,28.3971,-0.0573,0.012562,12.5309,0.3,0.3
116,28.4021,-0.0706,0.0505822,12.647,0.3,0.3
117,28.4084,-0.0794,0.034726,12.7387,0.3,0.3
118,28.4167,-0.0912,0.0495945,12.8967,0.3,0.3
119,28.4257,-0.0949,0.0181204,12.8281,0.3,0.3
120,28.4354,-0.0983,0.0177758,12.8871,0.3,0.3
121,28.4472,-0.1089,0.0491633,13.0116,0.3,0.3
122,28.4599,-0.1124,0.0216483,13.0789,0.3,0.3
123,28.4732,-0.1157,0.0216866,13.1372,0.3,0.3
124,28.489,-0.1254,0.0496647,13.2862,0.3,0.3
125,28.5055,-0.1285,0.0240601,13.2698,0.3,0.3
126,28.5248,-0.1388,0.0553876,13.517,0.3,0.3
127,28.5447,-0.1411,0.0239961,13.5994,0.3,0.3
128,28.5652,-0.1432,0.0237574,13.5618,0.3,0.3
129,28.5874,-0.1492,0.040857,13.7603,0.3,0.3
130,28.6103,-0.1511,0.0249735,13.786,0.3,0.3
131,28.6345,-0.1558,0.0373638,13.9346,0.3,0.3
132,28.66,-0.1596,0.0347396,14.036,0.3,0.3
133,28.6858,-0.1607,0.0242679,14.1135,0.3,0.3
134,28.7124,-0.1631,0.0301092,14.2113,0.3,0.3
135,28.7395,-0.1645,0.026511,14.3708,0.3,0.3
136,28.7667,-0.1651,0.023521,14.4733,0.3,0.3
137,28.7939,-0.1647,0.0194909,14.6385,0.3,0.3
138,28.8209,-0.1643,0.0194606,14.6422,0.3,0.3
139,28.8477,-0.1639,0.0194302,14.7237,0.3,0.3
140,28.8745,-0.1635,0.0193996,14.7221,0.3,0.3
141,28.9005,-0.1614,0.0121601,14.8977,0.3,0.3
142,28.9263,-0.1606,0.0172324,14.8893,0.3,0.3
143,28.9511,-0.1576,0.0077754,15.07,0.3,0.3
144,28.9756,-0.1565,0.015174,15.0553,0.3,0.3
145,28.999,-0.1528,0.00394712,15.2408,0.3,0.3
146,29.021,-0.1484,0.00015048,15.3041,0.3,0.3
147,29.0411,-0.1416,-0.0110249,15.4663,0.3,0.3
148,29.0596,-0.1361,-0.00709044,15.6596,0.3,0.3
149,29.0766,-0.1305,-0.00878224,15.7031,0.3,0.3
150,29.0922,-0.1247,-0.0109244,15.9104,0.3,0.3
151,29.1072,-0.1227,0.00384472,15.8616,0.3,0.3
152,29.1204,-0.1147,-0.0220294,16.0179,0.3,0.3
153,29.133,-0.1125,0.0006876,16.155,0.3,0.3
154,29.1443,-0.1064,-0.0163338,16.1728,0.3,0.3
155,29.1543,-0.0996,-0.020726,16.4021,0.3,0.3
156,29.1629,-0.0927,-0.0227449,16.4058,0.3,0.3
157,29.1709,-0.0899,-0.00698096,16.5648,0.3,0.3
158,29.1785,-0.0867,-0.00931428,16.4766,0.3,0.3
159,29.1853,-0.0829,-0.0125931,16.6434,0.3,0.3
160,29.1908,-0.0737,-0.0363716,16.7275,0.3,0.3
161,29.1954,-0.0683,-0.0224403,16.6254,0.3,0.3
162,29.1979,-0.0496,-0.0801085,16.8907,0.3,0.3
163,29.1997,-0.0425,-0.0353955,16.7705,0.3,0.3
164,29.2001,-0.0199,-0.102812,17.0532,0.3,0.3
165,29.2001,0.0054,-0.119686,16.9802,0.3,0.3
166,29.2009,0.0286,-0.116865,17.3013,0.3,0.3
167,29.2032,0.0479,-0.105916,17.1737,0.3,0.3
168,29.2061,0.0535,-0.0524817,17.4697,0.3,0.3
169,29.2108,0.0684,-0.093285,17.3016,0.3,0.3
170,29.2161,0.0731,-0.0536423,17.6377,0.3,0.3
171,29.2241,0.0892,-0.103142,17.8038,0.3,0.3
172,29.2333,0.0963,-0.0688845,17.8801,0.3,0.3
173,29.2443,0.1046,-0.0757183,17.6091,0.3,0.3
174,29.257,0.1128,-0.0773314,17.742,0.3,0.3
175,29.2707,0.1168,-0.0615382,18.2629,0.3,0.3
176,29.2847,0.1187,-0.0536416,17.964,0.3,0.3
177,29.2989,0.1189,-0.0469372,18.4688,0.3,0.3
178,29.313,0.1188,-0.0457607,18.1094,0.3,0.3
179,29.327,0.1185,-0.0449361,18.5412,0.3,0.3
180,29.3408,0.1171,-0.040247,18.2543,0.3,0.3
181,29.3539,0.1148,-0.0361409,18.7434,0.3,0.3
182,29.3661,0.1104,-0.026729,18.878,0.3,0.3
183,29.3777,0.1077,-0.0329241,18.9452,0.3,0.3
184,29.3884,0.1034,-0.0255335,18.6856,0.3,0.3
185,29.3984,0.1002,-0.0292056,18.7565,0.3,0.3
186,29.4075,0.0952,-0.0208436,19.2074,0.3,0.3
187,29.4156,0.0898,-0.0179836,18.969,0.3,0.3
188,29.4226,0.0841,-0.0154492,19.401,0.3,0.3
189,29.4288,0.0784,-0.0141126,19.1778,0.3,0.3
190,29.4341,0.0727,-0.0127736,19.593,0.3,0.3
191,29.4386,0.0672,-0.0122805,19.3822,0.3,0.3
192,29.4429,0.0653,-0.0262506,19.7204,0.3,0.3
193,29.4465,0.06,-0.0114026,19.5162,0.3,0.3
194,29.4494,0.0544,-0.0088804,19.9105,0.3,0.3
195,29.4522,0.0525,-0.0232454,19.6485,0.3,0.3
196,29.4544,0.0471,-0.00796824,20.0363,0.3,0.3
197,29.4561,0.0416,-0.00626488,19.8442,0.3,0.3
198,29.4574,0.0363,-0.0058074,20.2237,0.3,0.3
199,29.4586,0.0346,-0.0198132,19.9731,0.3,0.3
200,29.4595,0.03,-0.00712124,20.3474,0.3,0.3
201,29.4604,0.0285,-0.0191726,20.101,0.3,0.3
202,29.4609,0.0243,-0.00737436,20.4702,0.3,0.3
203,29.4615,0.023,-0.0186716,20.2277,0.3,0.3
204,29.4618,0.0192,-0.00776724,20.592,0.3,0.3
205,29.4622,0.018,-0.0178864,20.3535,0.3,0.3
206,29.4624,0.0157,-0.0129407,20.416,0.3,0.3
207,29.4626,0.0145,-0.0170585,20.7127,0.3,0.3
208,29.4628,0.0134,-0.0171999,20.4783,0.3,0.3
209,29.463,0.0123,-0.0169408,20.7727,0.3,0.3
210,29.4631,0.0101,-0.0120168,20.8325,0.3,0.3
211,29.4631,0.009,-0.0161564,20.6022,0.3,0.3
212,29.4632,0.0058,-0.00699076,20.9512,0.3,0.3
213,29.4632,0.0027,-0.00664784,20.7862,0.3,0.3
214,29.4632,0.0018,-0.0152326,21.0689,0.3,0.3
215,29.4632,0.0009,-0.0150169,20.8471,0.3,0.3
216,29.4633,0.0087,-0.0516924,21.1855,0.3,0.3
217,29.4641,0.0282,-0.103184,21.0284,0.3,0.3
218,29.4645,0.0207,0.00660804,21.0877,0.3,0.3
219,29.4653,0.0287,-0.0573234,21.1439,0.3,0.3
220,29.4665,0.0353,-0.0533216,21.4113,0.3,0.3
221,29.4683,0.0422,-0.0561944,21.2026,0.3,0.3
222,29.4714,0.0554,-0.0845846,21.262,0.3,0.3
223,29.476,0.0679,-0.0848118,21.321,0.3,0.3
224,29.4831,0.084,-0.103109,21.6353,0.3,0.3
225,29.4924,0.0968,-0.0930201,21.4947,0.3,0.3
226,29.5036,0.1056,-0.0791743,21.7995,0.3,0.3
227,29.5158,0.1104,-0.0643705,21.6673,0.3,0.3
228,29.5283,0.112,-0.0519993,21.9633,0.3,0.3
229,29.5406,0.111,-0.0414037,21.841,0.3,0.3
230,29.5526,0.1092,-0.0378154,21.8985,0.3,0.3
231,29.5642,0.108,-0.0399706,22.1257,0.3,0.3
232,29.575,0.1038,-0.0270041,22.0129,0.3,0.3
233,29.5847,0.0983,-0.0205234,22.2853,0.3,0.3
234,29.5931,0.0919,-0.0154242,22.1833,0.3,0.3
235,29.6012,0.0897,-0.031732,22.3901,0.3,0.3
236,29.6088,0.0874,-0.030815,22.2398,0.3,0.3
237,29.6152,0.08,-0.008671,22.4934,0.3,0.3
238,29.6212,0.0773,-0.0268539,22.3528,0.3,0.3
239,29.626,0.0696,-0.00503376,22.5953,0.3,0.3
240,29.6305,0.0669,-0.0244125,22.4651,0.3,0.3
241,29.634,0.0594,-0.00343628,22.6954,0.3,0.3
242,29.6367,0.0517,-0.00080896,22.634,0.3,0.3
243,29.6391,0.0491,-0.0206046,22.7937,0.3,0.3
244,29.6413,0.0466,-0.0204232,22.6904,0.3,0.3
245,29.6428,0.039,0.00178516,22.8897,0.3,0.3
246,29.6441,0.0365,-0.0180294,22.8041,0.3,0.3
247,29.645,0.0294,0.0020628,22.983,0.3,0.3
248,29.6455,0.0225,0.0029098,22.9752,0.3,0.3
249,29.6458,0.0163,0.00159128,23.1188,0.3,0.3
250,29.646,0.0145,-0.0155825,23.088,0.3,0.3
251,29.6461,0.0112,-0.008795,23.1432,0.3,0.3
252,29.6461,0.0064,-0.00164556,23.256,0.3,0.3
253,29.6462,0.0049,-0.0144875,23.2501,0.3,0.3
254,29.6462,0.0009,-0.00352788,23.3502,0.3,0.3
255,29.6462,-0.0027,-0.0042628,23.4049,0.3,0.3
256,29.6462,-0.0038,-0.0139973,23.4452,0.3,0.3
257,29.6462,-0.0066,-0.00652264,23.5057,0.3,0.3
258,29.6463,-0.0074,-0.0143277,23.5405,0.3,0.3
259,29.6464,-0.0094,-0.00904392,23.6048,0.3,0.3
260,29.6465,-0.0105,-0.0123757,23.6834,0.3,0.3
261,29.6466,-0.0094,-0.021436,23.7026,0.3,0.3
262,29.6467,-0.0107,-0.0115197,23.7783,0.3,0.3
263,29.6472,0.0223,-0.156649,23.8469,0.3,0.3
264,29.6482,0.0314,-0.0632452,23.8727,0.3,0.3
265,29.6513,0.0563,-0.132444,23.9275,0.3,0.3
266,29.6573,0.0771,-0.121067,23.9973,0.3,0.3
267,29.6659,0.0927,-0.104048,24.063,0.3,0.3
268,29.6763,0.1021,-0.0815444,24.13,0.3,0.3
269,29.6876,0.1061,-0.0609469,24.1991,0.3,0.3
270,29.6988,0.1058,-0.0437172,24.2682,0.3,0.3
271,29.7092,0.1021,-0.02927,24.337,0.3,0.3
272,29.7188,0.0983,-0.0279974,24.3824,0.3,0.3
273,29.7281,0.0961,-0.0339078,24.405,0.3,0.3
274,29.7369,0.0938,-0.0329933,24.4275,0.3,0.3
275,29.7452,0.0913,-0.0316298,24.45,0.3,0.3
276,29.7531,0.0887,-0.0306413,24.4725,0.3,0.3
277,29.76,0.0829,-0.0164825,24.5173,0.3,0.3
278,29.7663,0.0798,-0.0265704,24.5396,0.3,0.3
279,29.7722,0.0766,-0.025433,24.5618,0.3,0.3
280,29.7776,0.0733,-0.0242704,24.584,0.3,0.3
281,29.7824,0.0699,-0.0230823,24.6062,0.3,0.3
282,29.7869,0.0664,-0.0218689,24.6284,0.3,0.3
283,29.7908,0.0628,-0.02063,24.6505,0.3,0.3
284,29.7935,0.0515,0.0128614,24.7164,0.3,0.3
285,29.7957,0.0476,-0.0158216,24.7383,0.3,0.3
286,29.7973,0.0403,-0.00048576,24.7813,0.3,0.3
287,29.7982,0.0293,0.0169425,24.8464,0.3,0.3
288,29.7989,0.0257,-0.0118038,24.868,0.3,0.3
289,29.7994,0.0223,-0.0117967,24.8893,0.3,0.3
290,29.7997,0.0189,-0.0109882,24.9107,0.3,0.3
291,29.7998,0.0088,0.0182322,24.9751,0.3,0.3
292,29.7998,0.0055,-0.00817796,24.9964,0.3,0.3
293,29.7998,0.0024,-0.00823492,25.0176,0.3,0.3
294,29.7998,-0.0036,0.00480652,25.06,0.3,0.3
295,29.7999,-0.0066,-0.00647084,25.0811,0.3,0.3
296,29.8,-0.0094,-0.00659508,25.1023,0.3,0.3
297,29.8004,-0.0199,0.0267329,25.1863,0.3,0.3
298,29.8011,-0.0271,0.0152717,25.2489,0.3,0.3
299,29.8019,-0.0291,-0.00503664,25.2694,0.3,0.3
300,29.8031,-0.0338,0.00690488,25.3311,0.3,0.3
301,29.8043,-0.0351,-0.00636908,25.3517,0.3,0.3
302,29.8056,-0.0362,-0.0068906,25.3722,0.3,0.3
303,29.807,-0.0372,-0.00703572,25.3928,0.3,0.3
304,29.8085,-0.0382,-0.00678044,25.4133,0.3,0.3
305,29.8101,-0.0397,-0.00440456,25.4542,0.3,0.3
306,29.8117,-0.0404,-0.0074204,25.4745,0.3,0.3
307,29.8134,-0.0409,-0.00808404,25.4949,0.3,0.3
308,29.8151,-0.0418,-0.00625132,25.5354,0.3,0.3
309,29.8169,-0.042,-0.00898652,25.5556,0.3,0.3
310,29.8187,-0.0422,-0.00892164,25.5757,0.3,0.3
311,29.8204,-0.0424,-0.00885668,25.6159,0.3,0.3
312,29.8222,-0.0423,-0.0100638,25.636,0.3,0.3
313,29.824,-0.0422,-0.0100709,25.656,0.3,0.3
314,29.8258,-0.042,-0.0105021,25.6759,0.3,0.3
315,29.8275,-0.0417,-0.0109574,25.6958,0.3,0.3
316,29.8292,-0.041,-0.012709,25.7157,0.3,0.3
317,29.8306,-0.0371,-0.0264302,25.7553,0.3,0.3
318,29.8319,-0.0369,-0.0116634,25.775,0.3,0.3
319,29.8333,-0.0372,-0.00957652,25.7947,0.3,0.3
320,29.8339,-0.0249,-0.0629186,25.8143,0.3,0.3
321,29.8341,-0.0135,-0.0620492,25.834,0.3,0.3
322,29.8341,-0.0038,-0.0575756,25.853,0.3,0.3
323,29.8342,0.0087,-0.0717791,25.8718,0.3,0.3
324,29.8346,0.019,-0.0654587,25.891,0.3,0.3
325,29.8354,0.0294,-0.0683665,25.9098,0.3,0.3
326,29.837,0.0394,-0.0691822,25.9288,0.3,0.3
327,29.8394,0.0491,-0.0703299,25.9478,0.3,0.3
328,29.8428,0.0585,-0.0714093,25.9668,0.3,0.3
329,29.8474,0.0676,-0.0724203,25.9858,0.3,0.3
330,29.8546,0.0846,-0.108134,26.0237,0.3,0.3
331,29.8631,0.0926,-0.0740912,26.0426,0.3,0.3
332,29.8731,0.0999,-0.0730832,26.0607,0.3,0.3
333,29.8874,0.1196,-0.127459,26.1171,0.3,0.3
334,29.9031,0.1253,-0.0728771,26.1361,0.3,0.3
335,29.9201,0.1302,-0.0709052,26.1535,0.3,0.3
336,29.9394,0.1389,-0.0882488,26.1911,0.3,0.3
337,29.9597,0.1426,-0.0691938,26.2097,0.3,0.3
338,29.9809,0.1457,-0.0675961,26.2285,0.3,0.3
339,30.003,0.1485,-0.0671275,26.2471,0.3,0.3
340,30.0257,0.1508,-0.0657398,26.266,0.3,0.3
341,30.049,0.1527,-0.0646569,26.2846,0.3,0.3
342,30.0728,0.1542,-0.0634786,26.3033,0.3,0.3
343,30.0969,0.1553,-0.0622047,26.3219,0.3,0.3
344,30.1213,0.1561,-0.0612591,26.3406,0.3,0.3
345,30.1458,0.1564,-0.0593937,26.3591,0.3,0.3
346,30.1701,0.1559,-0.056136,26.3961,0.3,0.3
347,30.1941,0.1551,-0.0548061,26.4146,0.3,0.3
348,30.2182,0.1551,-0.0580681,26.4146,0.3,0.3
349,30.2414,0.1524,-0.0466811,26.4513,0.3,0.3
350,30.2641,0.1506,-0.0499093,26.4697,0.3,0.3
351,30.2861,0.1484,-0.0478407,26.488,0.3,0.3
352,30.3066,0.1431,-0.0342259,26.5245,0.3,0.3
353,30.3253,0.1367,-0.0283446,26.5608,0.3,0.3
354,30.343,0.1331,-0.0387338,26.5789,0.3,0.3
355,30.3567,0.117,0.0150834,26.6509,0.3,0.3
356,30.3693,0.1125,-0.0302816,26.6688,0.3,0.3
357,30.381,0.1082,-0.0300929,26.6862,0.3,0.3
358,30.3918,0.1037,-0.0282544,26.7037,0.3,0.3
359,30.4016,0.099,-0.026366,26.7217,0.3,0.3
360,30.4105,0.0942,-0.0248517,26.7393,0.3,0.3
361,30.4184,0.0893,-0.0233114,26.7571,0.3,0.3
362,30.4255,0.0843,-0.0217451,26.7747,0.3,0.3
363,30.4318,0.0791,-0.0197288,26.7924,0.3,0.3
364,30.4373,0.0739,-0.0185103,26.8099,0.3,0.3
365,30.4413,0.0632,0.0060324,26.845,0.3,0.3
366,30.4446,0.0578,-0.0138947,26.8625,0.3,0.3
367,30.4474,0.0525,-0.0130437,26.8798,0.3,0.3
368,30.4496,0.0472,-0.0117906,26.8971,0.3,0.3
369,30.4513,0.0418,-0.0101113,26.9145,0.3,0.3
370,30.4527,0.0364,-0.00882988,26.9318,0.3,0.3
371,30.4536,0.0311,-0.00797032,26.9491,0.3,0.3
372,30.4537,0.01,0.0602897,27.0179,0.3,0.3
373,30.4537,0.0048,-0.00206424,27.035,0.3,0.3
374,30.4537,0.0001,-0.00293628,27.0508,0.3,0.3
375,30.4538,-0.0089,0.0164273,27.0847,0.3,0.3
376,30.454,-0.0133,-0.0009114,27.1013,0.3,0.3
377,30.4543,-0.0175,-0.0006964,27.1183,0.3,0.3
378,30.4548,-0.0215,-0.0005278,27.135,0.3,0.3
379,30.4556,-0.0292,0.0161319,27.1688,0.3,0.3
380,30.4567,-0.0329,0.00103304,27.1857,0.3,0.3
381,30.4585,-0.0425,0.026954,27.2355,0.3,0.3
382,30.4606,-0.0453,0.00044416,27.2521,0.3,0.3
383,30.4628,-0.0477,-0.00056076,27.2686,0.3,0.3
384,30.4656,-0.0522,0.00894012,27.3017,0.3,0.3
385,30.4687,-0.0561,0.00749856,27.3348,0.3,0.3
386,30.4723,-0.0603,0.00973068,27.384,0.3,0.3
387,30.4761,-0.0613,-0.0028048,27.4003,0.3,0.3
388,30.48,-0.0626,-0.00126776,27.4329,0.3,0.3
389,30.484,-0.0627,-0.00601868,27.4492,0.3,0.3
390,30.4877,-0.0615,-0.0114821,27.4654,0.3,0.3
391,30.4913,-0.06,-0.0130181,27.4816,0.3,0.3
392,30.4951,0.0613,-0.521355,27.4978,0.3,0.3
393,30.4998,0.0688,-0.0679821,27.5139,0.3,0.3
394,30.5021,0.0476,0.0518868,27.4819,0.3,0.3
395,30.503,-0.0303,0.297395,27.4646,0.3,0.3
396,30.5044,0.0372,-0.30042,27.5309,0.3,0.3
